root	bucket	covered_tiers	inv_tier	prod	gloss_head	gloss_zipf	suggested_tier	matched_word	gloss
pled	covered_T1_3	2	extended	2		0.0			to appeal, plea, plead
plej	covered_T1_3	2/3	core	4		0.0			chief, dominant, overwhelming, ultimate
plejalt	obscure_root		tail	1	acme	2.89			acme
plejaĝul	obscure_root		tail	1	doyen	2.25			doyen, elder
plejbonig	obscure_root		tail	1	optimize	3.33			to optimize
plejbonigit	obscure_root		tail	1	optimized	3.4			optimized
plejd	obscure_root		tail	1	plaid	0.0			plaid wrap, travel shawl
plejekster	obscure_root		tail	1	outermost	2.7			outermost
plejmalbon	obscure_root		extended	2	worst	4.93			worst
plejmult	obscure_root		tail	1	mostly	0.0			mostly
plejoft	obscure_root		tail	1	usual	4.62			usual
plejpart	obscure_root		tail	1	most	0.0			for the most part, mostly
plejproksim	obscure_root		tail	1		0.0			next (near)
plejsupr	obscure_root		extended	2	topmost	2.45			topmost
pleks	obscure_root		tail	1	plexus	2.79			plexus
plekt	candidate_gap		core	5	braid	3.24	3		to braid, plait, twine, wreathe
plektobaril	obscure_root		tail	1	hedge	3.74			hedge, hedge row
plektr	obscure_root		tail	1		0.0			to pick (stringed instrument)
plektroŝirmil	obscure_root		tail	1	pick	0.0			pick guard
plen	covered_T1_3	1/2/3	core	23		0.0			complete, full, integral, plenary, thorough, whole
plenarierul	obscure_root		tail	1	fullback	3.22			fullback
plenaĝ	obscure_root		core	3	adult	4.8			adult, grown-up, full-grown, over the age of majority
plenblov	shade_mismatch		tail	1	inflate	3.01		puff	to inflate, puff up
plenbotel	obscure_root		tail	1	bottleful	0.0			bottleful
plenbrak	obscure_root		tail	1	armful	1.98			armful
plenbuŝ	obscure_root		tail	1	mouthful	3.01			mouthful
plend	covered_T1_3	2	core	5		0.0			complain, plaintive
plendkaŭz	obscure_root		tail	1	grievance	3.15			grievance
plendkriad	obscure_root		tail	1	yammer	2.04			to yammer
plendmotiv	obscure_root		tail	1	objection	3.77			objection
plendomur	obscure_root		tail	1	wailing	0.0			Wailing Wall
plendprotest	obscure_root		tail	1	appeal	4.67			appeal
plendupleks	obscure_root		tail	1	full	0.0			full duplex
plendut	obscure_root		tail	1	whole-tone	0.0			whole-tone
plenekran	obscure_root		tail	1	full-screen	0.0			full-screen
plenform	obscure_root		tail	1	ample	3.71			ample
plenglas	obscure_root		tail	1	bumper	3.69			bumper
plengorĝ	obscure_root		tail	1	aloud	3.51			aloud
plenigsign	obscure_root		tail	1	leader	0.0			leader character, leader (sign)
plenkalv	obscure_root		tail	1	completely	0.0			completely bald
plenkapabl	obscure_root		tail	1	fully	0.0			to be fully capable of
plenkolor	obscure_root		tail	1	full-color	0.0			full-color
plenkor	obscure_root		tail	1	whole	0.0			with one’s whole heart, wholeheartedly
plenkresk	covered_T1_3	1/2/3	core	3		0.0			adult, full-grown
plenkuler	obscure_root		tail	1	spoonful	2.87			spoonful
plenkunsid	obscure_root		tail	1	plenary	0.0			plenary session
plenlun	obscure_root		tail	1		0.0			(of a ) full moon
plenman	obscure_root		tail	1	handful	4.11			handful
plennombr	obscure_root		tail	1	complement	3.77			complement
plenoplen	obscure_root		tail	1	brimful	1.71			brimful
plenplen	obscure_root		tail	1	brimming	2.88			brimming, replete, chock-full, (full to) overflowing, crammed
plenpot	obscure_root		tail	1	brimful	1.71			brimful
plenpov	shade_mismatch		tail	1	empowerment	3.54		legal	empowerment, legal authority
plenskal	obscure_root		tail	1	full-scale	0.0			full-scale
plensun	obscure_root		tail	1	full	0.0			full sunlight
plentekst	obscure_root		tail	1	full-text	0.0			full-text
plenumagord	obscure_root		tail	1	run	0.0			run settings
plenumebloproblem	obscure_root		tail	1	satisfiability	0.0			satisfiability problem
plenumindikil	obscure_root		tail	1	progress	0.0			progress indicator
plenumkomitat	obscure_root		tail	1	executive	0.0			executive committee
plenumoprov	obscure_root		tail	1	benchmark	3.6			benchmark
plenumraport	obscure_root		tail	1	progress	0.0			progress report
plenumskal	obscure_root		tail	1	progress	0.0			progress bar
plenumtemp	obscure_root		tail	1	execution	0.0			execution time, run time
plenvoĉ	obscure_root		tail	1	top	0.0			at the top of one’s lungs
plenzorg	obscure_root		tail	1	anxious	4.09			anxious
plenĉarum	obscure_root		tail	1	barrow-load	0.0			barrow-load
plenĉas	obscure_root		tail	1	hot	0.0			in hot pursuit
plenŝtop	obscure_root		tail	1	stuff	5.14			to stuff, cram
plenŝut	obscure_root		tail	1	fill	0.0			to fill up
pleonasm	obscure_root		tail	1	repetitive	3.56			repetitive
plesiosaŭr	obscure_root		tail	1	plesiosaurus	1.22			plesiosaurus
plet	covered_T1_3	2	tail	1		0.0			tray
pletor	obscure_root		tail	1	plethora	3.24			plethora
plezur	covered_T1_3	2	core	4		0.0			agreeable, pleasant, pleasurable
pleŭr	obscure_root		extended	2	pleura	1.92			pleura
pleŭronekt	obscure_root		tail	1	flounder	2.78			flounder, flatfish
pli	covered_T1_3	2	core	9		0.0			another, one more, extra
pliakrig	obscure_root		tail	1	sharpen	3.15			to sharpen
pliaktiviĝ	obscure_root		tail	1	act	0.0			to act up
plialtig	obscure_root		extended	2	advance	4.65			to advance, increase, raise
plialtiĝ	obscure_root		extended	2	accrue	2.91			to accrue, advance, ascend, go up, increase, get higher
pliam	obscure_root		tail	1	prefer	4.57			to prefer
pliampleksig	shade_mismatch		tail	1	broaden	3.3		expand	to broaden, expand
pliampleksiĝ	obscure_root		tail	1	expand	4.35			to expand
pliaĉig	obscure_root		tail	1	worsen	3.06			to worsen
pliaĉiĝ	obscure_root		tail	1	worsen	3.06			to worsen
pliaĝ	covered_T1_3	2	core	4		0.0			elder, older, senior
plibelig	obscure_root		tail	1	embellish	2.55			to embellish
plibeliĝ	obscure_root		tail	1	grow	0.0			to grow more beautiful
plibonig	covered_T1_3	1/2/3	core	3		0.0			enhancing
pliboniĝ	obscure_root		extended	2	improve	4.79			to improve, become better, get better
plibonstatiĝ	obscure_root		tail	1	progress	4.78			progress
plibrilig	obscure_root		tail	1	burnish	2.04			to burnish
plidaŭrig	obscure_root		tail	1	prolong	3.21			to prolong
plidensigil	obscure_root		tail	1	intensifizer	0.0			intensifizer
plidikig	obscure_root		tail	1	thicken	2.71			to thicken
plidir	obscure_root		tail	1	rather	0.0			or rather, in better words
plietiĝ	obscure_root		tail	1	decrease	4.17			to decrease, diminish
plifacilig	obscure_root		tail	1	facilitate	3.99			to facilitate
plifervorig	obscure_root		tail	1	cheer	4.06			to cheer, fire, inspire, stimulate
plifirmig	shade_mismatch		tail	1	strengthen	4.04		reinforce	to strengthen, reinforce, tighten
plifortig	obscure_root		extended	2	intensifyingly	0.0			intensifyingly
plifortiĝ	obscure_root		extended	2	increase	5.08			to increase, freshen
plifruig	shade_mismatch		tail	1	accelerate	3.66		advance	to accelerate, advance
plifruiĝ	obscure_root		tail	1	advance	4.65			to advance
pligrandig	covered_T1_3	2/3	core	7		0.0			enlarging
pligrandigator	obscure_root		tail	1	enlarging	2.7			enlarging
pligrandigindic	obscure_root		tail	1	enlargement	3.2			enlargement
pligrandiĝ	obscure_root		core	3	accrue	2.91			to accrue, increase
pligravig	obscure_root		extended	2	blow	0.0			to blow up, heighten, promote
pliintensig	obscure_root		tail	1	heighten	2.84			to heighten
plijun	obscure_root		extended	2	younger	4.69			younger
plik	obscure_root		core	6	polish	0.0			Polish plait
plikariĝ	obscure_root		extended	2		0.0			rise (in price)
plilarĝig	obscure_root		tail	1	dilate	2.44			to dilate, widen, distend
plilarĝiĝ	obscure_root		tail	1	expand	4.35			to expand
plilaŭtiĝ	obscure_root		tail	1	swell	3.64			to swell, swell into a roar
plilongig	obscure_root		core	3	extension	4.46			extension
plilongil	obscure_root		tail	1	extender	2.68			extender, extension (length)
plilongiĝ	obscure_root		tail	1	lengthen	2.81			to lengthen
plimalbon	obscure_root		extended	2	worse	4.89			worse
plimalgrandig	obscure_root		tail	1	decrease	4.17			to decrease, lessen
plimalgrandiĝ	obscure_root		tail	1	decrease	4.17			to decrease, diminish
plimalobe	obscure_root		tail	1	incorrigible	2.51			incorrigible
plimalpl	obscure_root		tail	1	more	0.0			to more or less
plimalproksim	obscure_root		tail	1	further	0.0			further
plimult	covered_T1_3	2	core	6		0.0			mainstream, majority
plinigriĝ	obscure_root		tail	1	become	0.0			to become darker, become blacker
plint	obscure_root		tail	1	plinth	2.6			plinth, wainscot
pliofer	obscure_root		tail	1	outbid	2.64			to outbid
plioftiĝ	obscure_root		tail	1	become	0.0			to become more frequent
pliosign	obscure_root		extended	2	greater-than	0.0			greater-than sign, “>”
plipag	obscure_root		tail	1	surcharge	3.12			surcharge
plipez	obscure_root		core	3	excess	0.0			excess weight, overload
plipezig	obscure_root		tail	1	aggravating	3.12			aggravating
plipost	obscure_root		tail	1	later	5.49			later on
pliproksimiĝ	obscure_root		tail	1	advance	4.65			to advance, come on
plipropon	obscure_root		tail	1		0.0			to bid (at auction)
plirajtigit	obscure_root		tail	1		0.0			power (user)
plirangig	obscure_root		tail	1	promotion	4.41			promotion
plirapid	shade_mismatch		tail	1	accelerate	3.66		speed	to accelerate, speed up
plirapidig	shade_mismatch		extended	2	accelerate	3.66		advance	to accelerate, advance
plirapidiĝ	obscure_root		tail	1	accelerate	3.66			to accelerate
plis	obscure_root		tail	1	crease	3.31			to crease, pleat
plisentivig	obscure_root		tail	1	latensification	0.0			latensification
pliseverig	obscure_root		extended	2	exacerbate	2.92			to exacerbate
plisign	obscure_root		extended	2	greater	0.0			greater than sign
plisimplig	obscure_root		tail	1	simplification	2.98			simplification
plistreĉ	obscure_root		tail	1	draw	0.0			to draw tighter, tighten
plisupr	obscure_root		tail	1	upper	4.72			upper
plivalorig	obscure_root		tail	1	appreciate	4.74			to appreciate
plivaloriĝ	obscure_root		tail	1	appreciate	4.74			to appreciate
plivastig	shade_mismatch		tail	1	amplify	3.16		extend	to amplify, extend
plivastiĝ	obscure_root		tail	1	extend	4.34			to extend
pliviglig	obscure_root		extended	2	fan	4.92			to fan, fire, inspire, stimulate, stir up, urge on
plivol	obscure_root		tail	1	rather	0.0			rather
ploceed	obscure_root		tail	1		0.0			weavers (birds)
ploceid	obscure_root		tail	1	weaver-bird	0.0			weaver-bird
plomb	obscure_root		extended	2		0.0			to fill (a tooth)
plonĝ	covered_T1_3	2	core	5		0.0			to dive, plunge
plor	covered_T1_3	2	core	8		0.0			to cry, weep, shed tears
plorboj	obscure_root		tail	1	yelp	3.25			to yelp
plorkri	obscure_root		tail	1	wail	2.9			to wail
plorpet	obscure_root		tail	1	beg	4.05			to beg, implore
plorplend	shade_mismatch		tail	1	drone	4.0		whine	to drone, whine
plorsalik	obscure_root		tail	1	weeping	0.0			weeping willow
plorsingult	obscure_root		tail	1	sob	3.27			to sob
plorĝem	obscure_root		tail	1	sob	3.27			to sob
plosiv	obscure_root		tail	1	plosive	1.67			plosive
plot	obscure_root		tail	1	roach	3.44			roach
ploton	obscure_root		tail	1	platoon	3.52			platoon
ploziv	obscure_root		tail	1	plosive	1.67			plosive
plu	covered_T1_3	2/3	core	3		0.0			additional, another, further, continued
pludaŭrig	obscure_root		tail	1	extend	4.34			to extend
pludetal	obscure_root		tail	1	amplify	3.16			to amplify
plug	shade_mismatch		core	5	plow	3.21		till	to plow, till
plugfer	obscure_root		tail	1	ploughshare	1.55			ploughshare
plugilbek	obscure_root		tail	1	ploughshare	1.55			ploughshare
plugoskribad	obscure_root		tail	1	boustrophedon	1.15			boustrophedon
plugvid	obscure_root		tail	1	refer	4.45			to refer
pluir	obscure_root		tail	1	continue	5.08			to continue, go on
pluk	covered_T1_3	2	tail	1		0.0			to pick, pluck
pluklarig	obscure_root		tail	1	amplify	3.16			to amplify
plum	covered_T1_3	2	core	4		0.0			feather, pen, plume, quill
plumamik	obscure_root		tail	1	pen	0.0			pen pal
plumb	obscure_root		core	4	lead	5.2			lead
plumbalail	obscure_root		tail	1	feather	0.0			feather duster
plumbofaden	obscure_root		tail	1	plumb	0.0			plumb line
plumerar	obscure_root		tail	1	writing	0.0			writing error
plumfask	obscure_root		tail	1	plume	3.19			plume
plump	covered_T1_3	2	tail	1		0.0			awkward, lumpish, plump, ungainly
plumpez	obscure_root		tail	1	lightweight	3.78			lightweight
plumpulin	obscure_root		tail	1	bag	4.79			bag
plumtireg	obscure_root		tail	1		0.0			to pluck (fowl)
plumtuf	obscure_root		tail	1	crest	3.65			crest
plumultec	obscure_root		tail	1	superior	0.0			superior numbers
plumviŝil	obscure_root		tail	1	feather	0.0			feather duster
pluparol	obscure_root		tail	1	keep	0.0			to keep talking
plur	covered_T1_3	2	core	7		0.0			multi-, poly
plurafiŝ	obscure_root		tail	1	multipost	0.0			to multipost
plural	candidate_gap		core	3	plural	3.55	3		plural
plurampleks	obscure_root		tail	1	multirange	0.0			multirange
plurangul	obscure_root		tail	1	polygon	3.04			polygon
plurating	obscure_root		tail	1	multi-access	0.0			multi-access
plurbajt	obscure_root		tail	1	multi-byte	0.0			multi-byte
plurbit	obscure_root		tail	1	byte	3.15			byte
plurbitrapid	obscure_root		tail	1	multiple	0.0			multiple bit rate
plurcel	obscure_root		tail	1	multipurpose	2.95			multipurpose
plurcelregistr	obscure_root		tail	1	multipurpose	0.0			multipurpose register
pluredr	obscure_root		tail	1	polyhedron	2.06			polyhedron
plureksponad	obscure_root		tail	1	multiple	0.0			multiple exposures
plurelekt	obscure_root		tail	1	multiple-choice	0.0			multiple-choice
plurelsend	obscure_root		tail	1	multicast	2.57			to multicast
plurflank	obscure_root		tail	1	multilateral	3.1			multilateral
plurfoj	obscure_root		tail	1	several	0.0			several times
plurfolidisig	obscure_root		tail	1	decollate	0.0			to decollate, deleave
plurfolidisigil	obscure_root		tail	1	deleaver	0.0			deleaver
plurfrekvenc	obscure_root		tail	1	multiple-frequency	0.0			multiple-frequency
plurfulmil	obscure_root		tail	1	multiple	0.0			multiple flash
plurfunkci	obscure_root		tail	1	multi-function	0.0			multi-function
plurgastig	obscure_root		tail	1	multi-hosting	0.0			multi-hosting
plurgastigad	obscure_root		tail	1	multi-hosting	0.0			multi-hosting
plurgrafe	obscure_root		tail	1	multigraph	1.23			multigraph
plurhejm	obscure_root		tail	1	multihoming	0.0			multihoming
plurhejmad	obscure_root		tail	1	multihoming	0.0			multihoming
plurjar	obscure_root		tail	1	perennial	3.51			perennial
plurkanal	obscure_root		tail	1	multi-channel	0.0			multi-channel
plurkern	obscure_root		tail	1	multicore	2.05			multicore, multi-core
plurkomputad	obscure_root		tail	1	multiprocessing	1.69			multiprocessing, multiprogramming
plurkomputil	obscure_root		tail	1	multi-computer	0.0			multi-computer, distributed
plurkomunikil	obscure_root		tail	1	crossmedia	0.0			crossmedia
plurkulturec	obscure_root		tail	1	multiculturalism	3.09			multiculturalism
plurlater	obscure_root		tail	1	polygon	3.04			polygon
plurlinear	obscure_root		tail	1	multilinear	1.51			multilinear
plurlingv	candidate_gap		core	3	multilingual	3.03	3		multilingual
plurlini	obscure_root		tail	1	multi-line	0.0			multi-line
plurmedi	candidate_gap		extended	2	multimedia	3.56	3		multimedia
plurnaci	obscure_root		tail	1	multinational	3.56			multinational
plurnombr	obscure_root		tail	1	plural	3.55			plural
pluroperacium	obscure_root		tail	1	dual	0.0			dual OS, dual operating system
plurpart	obscure_root		tail	1	multipart	1.83			multipart
plurpas	obscure_root		tail	1	multipass	1.48			multipass, multi-pass
plurpaŝ	obscure_root		tail	1	multistep	1.83			multistep, multilevel
plurplur	obscure_root		tail	1	many-to-many	0.0			many-to-many
plurprocesor	obscure_root		extended	2	multiprocessor	2.02			multiprocessor
plurseanc	obscure_root		tail	1	multisession	0.0			multisession
plursenc	obscure_root		extended	2	ambiguous	3.57			ambiguous
plursilab	obscure_root		tail	1	polysyllabic	1.78			polysyllabic
plursistem	obscure_root		tail	1	cross	0.0			cross platform
plurspec	obscure_root		tail	1	assorted	3.28			assorted
plurtask	obscure_root		extended	2	multitasking	2.93			multitasking
plurtaskplenumad	obscure_root		tail	1	multitasking	2.93			multitasking
plurtegad	obscure_root		tail	1	multicoating	0.0			multicoating
plurtraktad	obscure_root		tail	1	multiprocessing	1.69			multiprocessing
plurtraktil	obscure_root		tail	1	multi-processor	0.0			multi-processor
plurvojigad	obscure_root		tail	1	multipathing	0.0			multipathing
plurvoĉ	obscure_root		tail	1	polyphonic	2.41			polyphonic
plurŝargad	obscure_root		tail	1	multiboot	0.0			multiboot, multiple boot
plus	covered_T1_3	2	core	5		0.0			plus
pluserĉ	obscure_root		tail	1	find	0.0			to find next
pluskvamperfekt	obscure_root		tail	1	pluperfect	1.82			pluperfect
plussign	obscure_root		tail	1	plus	0.0			plus sign
plusvalor	obscure_root		tail	1	surplus	0.0			surplus value
plut	obscure_root		extended	2	hadean	0.0			Hadean, Plutonian
plutokrat	obscure_root		tail	1	plutocrat	1.79			plutocrat
plutokrati	obscure_root		tail	1	plutocracy	2.24			plutocracy
plutoni	obscure_root		tail	1	plutonium	3.24			plutonium
plutrakt	obscure_root		tail	1	follow-up	0.0			follow-up
plutransig	obscure_root		tail	1	onward	0.0			onward transfer
pluv	covered_T1_3	1/2	core	8		0.0			rain, of rain, rainy
pluvalidig	obscure_root		tail	1	extend	4.34			to extend
pluvarbar	obscure_root		tail	1	rainforest	3.39			rainforest
pluvark	obscure_root		tail	1	rainbow	4.07			rainbow
pluvban	obscure_root		tail	1	shower	0.0			shower bath
pluvendist	obscure_root		tail	1	reseller	2.79			reseller
pluvgut	obscure_root		tail	1	raindrop	2.32			raindrop
pluviv	obscure_root		tail	1	subsistent	1.2			subsistent
pluvlavit	obscure_root		tail	1	rainwashed	0.0			rainwashed
pluvmantel	obscure_root		tail	1	raincoat	2.68			raincoat
pluvoban	obscure_root		tail	1	bath	0.0			bath taken in the rain
pluvojaĝ	obscure_root		tail	1	further	0.0			further journey, further trip
pluvombrel	obscure_root		tail	1	umbrella	3.89			umbrella
pluvomezuril	obscure_root		tail	1	rain	0.0			rain gauge
pluvoverŝ	obscure_root		tail	1	rain	0.0			rain shower
pluvsezon	obscure_root		tail	1	rainy	0.0			rainy season
pluvtub	obscure_root		extended	2	downpipe	1.62			downpipe, drainpipe
pluŝ	covered_T1_3	2	tail	1		0.0			plush
pluŝbest	obscure_root		tail	1	stuffed	0.0			stuffed animal
