root	bucket	covered_tiers	inv_tier	prod	gloss_head	gloss_zipf	suggested_tier	matched_word	gloss
juvel	obscure_root		core	7	jewel	3.68			jewel
juvelart	obscure_root		tail	1	jewelry	4.12			jewelry
juveloet	obscure_root		tail	1	trinket	2.7			trinket
juvelŝton	obscure_root		tail	1	stone	4.8			stone
juĝ	covered_T1_3	2	core	10		0.0			judicial
juĝafer	obscure_root		tail	1	case	5.55			case, lawsuit
juĝalvok	obscure_root		tail	1	subpoena	3.34			to subpoena, summon
juĝantoist	obscure_root		tail	1	umpire	3.37			umpire
juĝfarad	obscure_root		tail	1	adjudication	2.76			adjudication, hearing, judgment, trial
juĝokunsid	obscure_root		tail	1	hearing	4.82			hearing
juĝordon	obscure_root		tail	1	order	5.49			to order
jŭan	obscure_root		tail	1	yuan	3.7			yuan
k	covered_T1_3	2	tail	1		0.0			kaj
kab	covered_T1_3	2	extended	2		0.0			Cape
kabal	obscure_root		tail	1	cabal	3.04			cabal
kabangrup	obscure_root		tail	1	group	0.0			group of cabins, settlement
kabard	obscure_root		tail	1	kabardian	0.0			Kabardian
kabared	obscure_root		tail	1	cabaret	3.24			cabaret
kabaret	obscure_root		tail	1	cabaret	3.24			cabaret
kabaz	obscure_root		tail	1	cabaza	0.0			cabaza
kabe	obscure_root		tail	1	suddenly	0.0			to suddenly leave the Esperanto movement, having been active within it
kabinet	obscure_root		tail	1		0.0			cabinet (ministry), gallery
kabinetul	obscure_root		tail	1	nerdish	1.13			nerdish, nerdy
kabl	covered_T1_3	2	core	6		0.0			cable, cord
kablogram	obscure_root		tail	1	cablegram	1.48			cablegram
kablotelevid	obscure_root		tail	1	cable	0.0			cable television
kablotram	obscure_root		tail	1	funicular	2.23			funicular
kaboverdan	obscure_root		tail	1	cape	0.0			Cape Verdean
kabriolet	obscure_root		tail	1	cabriolet	2.36			cabriolet, chaise, convertible, hansom
kabuk	obscure_root		tail	1		0.0			kabuki (theater)
kaburban	obscure_root		tail	1	capetonian	0.0			Capetonian
kac	obscure_root		tail	1	cock	4.23			cock, prick, dick (vulgar terms for penis)
kacosuĉad	obscure_root		tail	1	cock-sucking	0.0			cock-sucking
kadastr	obscure_root		tail	1	cadastral	0.0			cadastral survey, land registry
kadavr	obscure_root		core	3	cadaverous	1.67			cadaverous
kadavrogrif	obscure_root		tail	1	vulture	3.18			vulture
kadavromanĝ	obscure_root		tail	1	carrion	2.71			carrion, scavenger
kadavromuŝ	obscure_root		tail	1	bluebottle	1.66			bluebottle, meat-fly
kadenc	obscure_root		tail	1	cadence	3.12			cadence
kadet	obscure_root		tail	1	cadet	3.35			cadet
kadi	obscure_root		tail	1	cadi	1.85			cadi, kadee
kadist	obscure_root		tail	1	treasurer	3.93			treasurer
kadmi	obscure_root		tail	1	cadmium	2.85			cadmium
kadr	covered_T1_3	2	core	6		0.0			to frame
kadroaranĝ	obscure_root		tail	1	box	0.0			box model
kadroform	obscure_root		tail	1	frame	0.0			frame format
kadropaĝ	obscure_root		tail	1	frames	0.0			frames page
kadrotip	obscure_root		tail	1	frame	0.0			frame type
kaduce	obscure_root		tail	1	caduceus	2.03			caduceus
kaduk	obscure_root		core	8	decayed	2.84			decayed, decrepit, dilapidated, rickety, frail, fragile, inoperative
kaf	covered_T1_3	1	core	5		0.0			coffee
kafaparat	obscure_root		tail	1	coffee	0.0			coffee machine, coffee maker
kafarb	obscure_root		tail	1	coffee	0.0			coffee plant
kafein	obscure_root		tail	1	caffeine	3.67			caffeine
kafeteri	obscure_root		tail	1	cafeteria	3.44			cafeteria
kafkesk	obscure_root		tail	1	kafkaesque	0.0			Kafkaesque
kafkruĉ	obscure_root		tail	1	coffee	0.0			coffee pot
kafmuelil	obscure_root		tail	1	coffee	0.0			coffee grinder, coffee mill
kafopaŭz	obscure_root		tail	1	coffee	0.0			coffee break
kafpulvor	obscure_root		tail	1	coffee	0.0			coffee grounds, ground coffee
kafr	obscure_root		tail	1	kaffir	0.0			Kaffir
kafskatol	obscure_root		tail	1	coffee	0.0			coffee canister, coffee tin
kaftan	obscure_root		tail	1		0.0			caftan (Oriental garment)
kahel	covered_T1_3	2	core	3		0.0			to tile
kaid	obscure_root		tail	1	kaid	1.73			kaid
kaik	obscure_root		tail	1		0.0			caïque
kainsign	obscure_root		tail	1	brand	0.0			brand of Cain, mark of Cain
kaj	covered_T1_3	2	core	3		0.0			conjunction; pier, platform, quay, wharf
kajak	covered_T1_3	2	tail	1		0.0			to kayak
kajaŭ	obscure_root		tail	1		0.0			and/or
kajerkomputil	obscure_root		tail	1	subnotebook	0.0			subnotebook
kajman	obscure_root		tail	1	cayman	3.19			cayman
kajov	obscure_root		tail	1	kiowa	0.0			Kiowa
kajsign	obscure_root		tail	1	ampersand	2.15			ampersand
kajt	covered_T1_3	1	tail	1		0.0			kite
kajut	obscure_root		tail	1		0.0			cabin (ship, etc.), hovel
kaka	covered_T1_3	2	extended	2		0.0			cocoa
kakaarb	obscure_root		tail	1	cocoa	0.0			cocoa tree
kakaoarb	obscure_root		tail	1	cocoa	0.0			cocoa tree
kakapulvor	obscure_root		tail	1	cocoa	0.0			cocoa powder
kakatu	obscure_root		tail	1	cockatoo	2.52			cockatoo
kakemon	obscure_root		tail	1	kakemono	0.0			kakemono
kaki	obscure_root		tail	1	khaki	3.04			khaki
kakodemon	obscure_root		tail	1	cacodemon	1.07			cacodemon
kakofoni	obscure_root		tail	1	cacophonous	1.94			cacophonous
kakt	covered_T1_3	1/2	tail	1		0.0			cactus
kal	covered_T1_3	1/2	core	7		0.0			callous
kala	obscure_root		tail	1	bog	0.0			bog arum, water arum
kalabas	obscure_root		extended	2	calabash	2.27			calabash, gourd
kalaftr	obscure_root		tail	1	caulk	2.29			to caulk
kalam	obscure_root		extended	2	calamus	1.9			calamus
kalambak	obscure_root		tail	1	agarwood	1.4			agarwood, aloeswood, eagle wood
kalandr	obscure_root		extended	2	mangle	2.39			to mangle
kalandra	obscure_root		tail	1	corn	0.0			corn weevil
kalanko	obscure_root		tail	1	kalanchoe	1.64			kalanchoe
kalaŝnikov	obscure_root		tail	1		0.0			Kalashnikov (rifle)
kalcedon	obscure_root		tail	1	chalcedony	2.08			chalcedony
kalceolari	obscure_root		tail	1	calceolaria	1.07			calceolaria, lady’s purse, pocket-book flower, slipper flower, slipperwort
kalci	obscure_root		tail	1	calcium	3.82			calcium
kalcin	obscure_root		tail	1	calcine	1.06			to calcine
kalcit	obscure_root		tail	1	tiff	3.03			tiff
kalcitr	obscure_root		tail	1	recalcitrate	0.0			to recalcitrate, kick
kaldron	candidate_gap		core	4	boiler	3.71	3		boiler, cauldron, kettle
kaldronfarist	obscure_root		tail	1	tinker	3.28			tinker
kaledon	obscure_root		tail	1	caledonian	0.0			Caledonian
kaledoni	obscure_root		tail	1	caledonian	0.0			Caledonian
kalejdoskop	obscure_root		tail	1	kaleidoscope	2.84			kaleidoscope
kalembur	obscure_root		tail	1	pun	3.55			pun
kalendaroprogram	obscure_root		tail	1	calendar	0.0			calendar program
kaleŝ	covered_T1_3	2	core	4		0.0			carriage, coach
kalfatr	obscure_root		tail	1	calk	1.62			to calk, caulk, pitch
kali	obscure_root		tail	1	potassium	3.58			potassium
kalibr	obscure_root		core	4	calibrate	2.79			to calibrate
kalibrocirkel	obscure_root		tail	1	callipers	1.62			callipers
kalif	obscure_root		extended	2	caliph	2.91			caliph
kalifor	obscure_root		tail	1	blowfly	1.77			blowfly, blue-bottle
kaliforni	obscure_root		core	3	californian	0.0			Californian
kaligraf	obscure_root		tail	1	calligrapher	2.1			calligrapher
kaligrafi	obscure_root		extended	2	calligraphic	2.09			calligraphic
kalik	candidate_gap		extended	2	chalice	3.0	3		chalice, goblet, tankard, grail
kalikfoli	obscure_root		tail	1	sepal	1.81			sepal
kalimb	obscure_root		tail	1	kalimba	1.44			kalimba
kalistef	obscure_root		tail	1	china	0.0			china aster
kalistegi	obscure_root		tail	1	bindweed	1.68			bindweed
kalistem	obscure_root		tail	1	bottlebrush	1.43			bottlebrush
kalisten	obscure_root		tail	1	calisthenics	2.38			calisthenics
kalistenik	obscure_root		tail	1	calisthenics	2.38			calisthenics
kalitrik	obscure_root		tail	1	water-starwort	0.0			water-starwort
kalk	covered_T1_3	2	core	5		0.0			to whitewash
kalkane	obscure_root		tail	1	heel	0.0			heel bone
kalkansid	obscure_root		tail	1	sit	0.0			to sit on one’s heels, squat
kalkargil	obscure_root		tail	1	marl	2.56			marl
kalke	obscure_root		tail	1	calque	1.3			calque
kalkedoni	obscure_root		tail	1	chalcedony	2.08			chalcedony
kalkotof	obscure_root		tail	1	travertine	0.0			Travertine
kalkoŝton	obscure_root		tail	1	limestone	3.75			limestone
kalkul	covered_T1_3	2/3	core	12		0.0			to calculate, count, figure, work out, compute, reckon, enumerate
kalkulator	obscure_root		tail	1	adding-machine	0.0			adding-machine
kalkulbaston	obscure_root		tail	1	slide	0.0			slide rule
kalkulerar	obscure_root		tail	1	miscalculation	2.61			miscalculation
kalkullibr	obscure_root		tail	1		0.0			reckoner (book)
kalkulmaŝin	obscure_root		tail	1	calculator	3.56			calculator
kalkulsci	obscure_root		tail	1	numeracy	2.57			numeracy
kalkultabel	obscure_root		tail	1	spreadsheet	3.31			spreadsheet
kalkulus	obscure_root		tail	1	calculus	3.6			calculus
kalkŝmir	obscure_root		tail	1	plaster	3.53			to plaster
kalkŝton	obscure_root		tail	1	limestone	3.75			limestone
kalmar	obscure_root		tail	1	squid	3.44			squid
kalmuk	obscure_root		tail	1	kalmuck	0.0			Kalmuck
kalomel	obscure_root		tail	1	calomel	1.51			calomel
kalori	obscure_root		tail	1	calorie	3.59			calorie
kalpak	obscure_root		tail	1	bearskin	2.08			bearskin, bearskin cap
kalson	obscure_root		extended	2	drawers	3.42			drawers, panties, underpants, undershorts
kalt	obscure_root		tail	1	kingcup	0.0			kingcup, marsh-marigold
kalumni	obscure_root		extended	2	defamatory	2.86			defamatory, slanderous
kalun	obscure_root		tail	1	heather	3.87			heather
kalv	covered_T1_3	1	core	4		0.0			bald(-headed), hairless
kalvinan	obscure_root		tail	1	calvinist	0.0			Calvinist
kalvinism	obscure_root		tail	1	calvinistical	0.0			Calvinistical
kalvinist	obscure_root		tail	1	calvinist	0.0			Calvinist
kamarad	covered_T1_3	2	core	3		0.0			to be chummy with
kamaril	obscure_root		tail	1	camarilla	1.67			camarilla
kamb	obscure_root		tail	1	kamba	0.0			Kamba
kambi	obscure_root		tail	1	bill	0.0			bill of exchange, draft, letter of exchange
kambion	obscure_root		tail	1	cambion	1.04			cambion
kamboĝ	obscure_root		tail	1	cambodian	0.0			Cambodian
kamboĝan	obscure_root		extended	2	cambodian	0.0			Cambodian
kambri	obscure_root		tail	1		0.0			Cambrian (period)
kame	obscure_root		tail	1	cameo	3.48			cameo
kamecipar	shade_mismatch		tail	1	cedar	3.76		false	cedar, false cypress
kamel	candidate_gap		extended	2	camel	3.64	3		camel
kameleon	obscure_root		tail	1	chameleon	3.1			chameleon
kameli	obscure_root		tail	1	camelia	1.94			camelia
kamembert	obscure_root		tail	1	camembert	2.25			camembert
kamemor	obscure_root		tail	1	cloudberry	1.55			cloudberry
kamen	covered_T1_3	2	tail	1		0.0			fireplace, hearth, fireside
kamenbret	obscure_root		tail	1		0.0			(fireplace) mantle, mantelpiece
kamenfajr	obscure_root		tail	1	fire	0.0			fire on the hearth
kamenpurigist	obscure_root		tail	1	sweep	3.97			sweep
kamenskrapist	obscure_root		tail	1	chimney	0.0			chimney sweep
kamenstablet	obscure_root		tail	1	fire	0.0			fire dog
kamentub	covered_T1_3	2	extended	2		0.0			chimney, smokestack, stack, flue
kamer	obscure_root		extended	2	chamber	4.47			chamber, darkroom, small room
kamera	covered_T1_3	2	extended	2		0.0			to film
kamerling	obscure_root		tail	1	camerlengo	1.8			camerlengo
kamerun	obscure_root		tail	1	cameroon	0.0			Cameroon
kamfor	obscure_root		extended	2	camphor	2.48			camphor
kamforarb	obscure_root		tail	1	camphor	0.0			camphor tree
kamion	covered_T1_3	1/2	core	3		0.0			lorry, truck
kamizol	obscure_root		tail	1	camisole	2.08			camisole, doublet, jerkin, undershirt
kamlot	obscure_root		tail	1	camlet	0.0			camlet
kamomil	obscure_root		tail	1	chamomile	2.62			chamomile
kamp	covered_T1_3	2	core	14		0.0			pastoral, rural
kampadveturil	obscure_root		tail	1	caravan	3.62			caravan
kampanil	obscure_root		tail	1	bell	0.0			bell tower, clock tower
kampanj	covered_T1_3	2	core	3		0.0			to campaign
kampanol	obscure_root		tail	1	bellflower	2.23			bellflower, Canterbury bell
kampanul	obscure_root		tail	1	bell-flower	0.0			bell-flower, campanula, harebell
kamparregion	obscure_root		tail	1	rural	0.0			rural region
kampating	obscure_root		tail	1	field	0.0			field designator
kampekipaĵ	obscure_root		tail	1	field	0.0			field equipment
kampeĉ	obscure_root		tail	1	campeachy	0.0			campeachy, logwood
kampfesten	obscure_root		tail	1	picnic	3.8			picnic
kampfortikaĵ	obscure_root		tail	1	field	0.0			field fortification
kamphirund	obscure_root		tail	1	barn	0.0			barn swallow
kampkard	obscure_root		tail	1	creeping	0.0			creeping thistle
kamplaborist	obscure_root		tail	1	agricultural	0.0			agricultural worker
kamplist	obscure_root		tail	1	field	0.0			field list
kamploĝ	obscure_root		extended	2	camp	0.0			to camp out
kampoatribut	obscure_root		tail	1	field	0.0			field attribute
kampodom	obscure_root		extended	2	country	0.0			country house
kampokod	obscure_root		tail	1	field	0.0			field code
kampokorv	obscure_root		tail	1	rook	3.1			rook
kampomus	obscure_root		tail	1	grass	0.0			grass vole
kampovalor	obscure_root		tail	1	field	0.0			field value
kampulservist	obscure_root		tail	1	hand	5.41			hand
kampus	covered_T1_3	2	modern	-1		0.0			campus
kampuĉe	obscure_root		tail	1	cambodian	0.0			Cambodian
kampuĉean	obscure_root		extended	2	cambodian	0.0			Cambodian
kamufl	candidate_gap		core	3	camouflage	3.42	3		to camouflage
kan	covered_T1_3	2	core	13		0.0			cane
kanab	obscure_root		tail	1	hemp	3.42			hemp
kanabcigared	obscure_root		tail	1	joint	4.71			joint
kanaben	obscure_root		tail	1	linnet	2.12			linnet
kanadan	obscure_root		extended	2	canadian	0.0			Canadian
kanadi	obscure_root		tail	1	canadian	0.0			Canadian
kanadian	obscure_root		extended	2	canadian	0.0			Canadian
kanajl	obscure_root		core	4	villainous	2.84			villainous
kanal	covered_T1_3	2	extended	2		0.0			canal, channel, gutter, circuit
kanaliz	obscure_root		tail	1	canalize	0.0			to canalize, ditch
kanap	obscure_root		tail	1	couch	4.17			couch, sofa
kanari	obscure_root		extended	2	canary	0.0			Canary
kancelari	obscure_root		tail	1	chancellery	2.29			chancellery, chancery, office of public records, reception, waiting room
kancelier	candidate_gap		core	3	chancellor	4.13	2		chancellor
kancer	covered_T1_3	2	tail	1		0.0			cancer, canker
kancerolog	obscure_root		tail	1	oncologist	2.78			oncologist
kancerologi	obscure_root		tail	1	oncologist	2.78			oncologist
kand	obscure_root		tail	1	candy	4.29			candy, crystallized sugar, sugar candy
kandel	covered_T1_3	1	core	3		0.0			candle
kandelabr	obscure_root		tail	1	candelabrum	1.69			candelabrum
kandellum	obscure_root		tail	1	candlelight	3.01			candlelight
kandidat	covered_T1_3	2	core	5		0.0			to apply for, aspire to (an office), run for election, seek (to obtain honor or office), stand as a candidate for
kandidatlist	shade_mismatch		tail	1	nomination	4.07		recommendation	nomination, recommendation
kandidatpropon	obscure_root		tail	1	recommendation	4.09			recommendation
kanditatiĝ	obscure_root		tail	1	application	4.86			application
kandiz	obscure_root		tail	1	crystallize	2.35			to crystallize, candy
kanel	obscure_root		extended	2	chamfer	1.81			to chamfer, groove, rifle
kanguru	covered_T1_3	2	tail	1		0.0			kangaroo
kanibal	candidate_gap		extended	2	cannibal	3.05	3		cannibal
kanistr	obscure_root		tail	1	fuel	0.0			fuel tank
kanjon	obscure_root		tail	1	canyon	3.96			canyon
kankan	obscure_root		tail	1	cancan	1.79			cancan
kankr	obscure_root		tail	1	crab	3.76			crab, crayfish
kankrogent	obscure_root		tail	1	crustaceous	1.19			crustaceous
kankrom	obscure_root		tail	1	boat-bill	0.0			boat-bill
kanonik	obscure_root		tail	1	prebendary	2.06			prebendary, canon
kanoniz	obscure_root		tail	1	canonize	1.85			to canonize
kanonŝip	obscure_root		tail	1	gunboat	2.46			gunboat
kansas	obscure_root		tail	1	kansan	0.0			Kansan
kansasan	obscure_root		tail	1	kansan	0.0			Kansan
kant	covered_T1_3	1/2	core	15		0.0			to sing
kantabr	obscure_root		tail	1	cantabrian	0.0			Cantabrian
kantalup	obscure_root		tail	1	cantaloupe	2.53			cantaloupe
kantarel	obscure_root		tail	1	chanterelle	1.78			chanterelle, cantharides, Spanish fly
kantart	obscure_root		tail	1		0.0			singing (the art)
kantbird	obscure_root		tail	1	singing	0.0			singing bird, songbird
kanti	obscure_root		tail	1	kantian	0.0			Kantian
kantik	obscure_root		tail	1	canticle	2.11			canticle
kantilevr	obscure_root		tail	1	cantilever	2.72			cantilever
kantlibr	obscure_root		tail	1	songbook	2.55			songbook
kantonlingv	obscure_root		tail	1	cantonese	0.0			Cantonese
kantonment	obscure_root		tail	1	billet	2.75			billet
kantor	shade_mismatch		tail	1	cantor	3.14		member	cantor, choir member
kantraŭ	obscure_root		tail	1	oppose	3.94			to oppose
kanu	covered_T1_3	2	extended	2		0.0			canoe
kanur	obscure_root		tail	1	kanuri	0.0			Kanuri
kanvas	covered_T1_3	2	tail	1		0.0			canvas
kanzon	shade_mismatch		extended	2	ballad	3.42		song	ballad, chanson, song
kaos	covered_T1_3	2	extended	2		0.0			chaotic
kap	covered_T1_3	1/2/3	core	12		0.0			head, cape, cranium, promontory
kapabl	covered_T1_3	1/2/3	core	7		0.0			able, capable, apt, qualified
kapacit	shade_mismatch		tail	1	bandwidth	3.62		capacity	bandwidth, capacity
kapacitanc	obscure_root		tail	1	capacitance	2.86			capacitance
kapadoc	obscure_root		tail	1	cappadocian	0.0			Cappadocian
kapantaŭ	obscure_root		tail	1	head	0.0			head first
kapapogil	obscure_root		tail	1	headrest	2.36			headrest
kapaŭdil	obscure_root		tail	1	headphone	3.3			headphone
kapaŭskultil	obscure_root		tail	1	headphone	3.3			headphone, headset
kapaŭskultparolil	obscure_root		tail	1	headset	3.54			headset
kapdetenil	obscure_root		tail	1	martingale	2.22			martingale
kapdolor	obscure_root		tail	1	have	0.0			to have a headache
kapdosier	obscure_root		tail	1	header	0.0			header file
kape	obscure_root		extended	2	lie	4.84			to lie to
kapel	candidate_gap		extended	2	chapel	4.03	2		chapel
kaperŝip	obscure_root		tail	1	privateer	2.54			privateer
kapharar	obscure_root		tail	1	hair	0.0			hair of the head
kaphaŭter	obscure_root		tail	1	dandruff	2.65			dandruff
kapibar	obscure_root		tail	1	capybara	2.15			capybara
kapilar	obscure_root		extended	2	capillary	2.88			capillary
kapimpost	obscure_root		tail	1	head	0.0			head tax
kapital	obscure_root		core	3		0.0			capital (money)
kapitalism	obscure_root		tail	1	capitalist	3.79			capitalist
kapitan	obscure_root		tail	1	captain	4.89			captain
kapitel	obscure_root		tail	1		0.0			capital (of a column)
kapitul	obscure_root		tail	1	capitulum	1.59			capitulum
kapitulac	obscure_root		tail	1	capitulate	2.5			to capitulate, surrender, yield, give up, resign
kapjes	obscure_root		tail	1		0.0			to nod (in agreement)
kapklin	obscure_root		tail	1	bow	0.0			to bow one’s head
kapkusen	shade_mismatch		tail	1	bolster	3.31		pillow	bolster, pillow
kaplini	shade_mismatch		tail	1	header	3.88		headline	header, headline
kapmikrofon	obscure_root		tail	1	headset	0.0			headset microphone
kapne	obscure_root		extended	2		0.0			to shake one’s head (no)
kapnomanci	obscure_root		tail	1	capnomancy	0.0			capnomancy
kapobant	obscure_root		tail	1	topknot	1.97			topknot
kapobat	obscure_root		tail	1	head-butt	0.0			to head-butt
kapofrap	obscure_root		tail	1	blow	0.0			blow to the head
kapok	obscure_root		extended	2	kapok	1.72			kapok
kapol	obscure_root		tail	1	cabochon	2.02			cabochon
kapopied	obscure_root		extended	2	end-to-end	0.0			end-to-end, head-to-toe
kapor	obscure_root		tail	1	caper	0.0			caper bush
kaporal	obscure_root		tail	1	corporal	3.65			corporal
kapotast	obscure_root		tail	1	capo	2.73			capo
kapp	obscure_root		tail	1	kappa	3.46			kappa
kapr	covered_T1_3	1	core	8		0.0			goat’s, of a goat
kapreol	candidate_gap		extended	2	roe	3.44	3		roe, roebuck
kapric	obscure_root		extended	2	capricious	2.79			capricious, fitful, whimsical
kaprifoli	obscure_root		tail	1	honeysuckle	2.67			honeysuckle
kaprimulg	obscure_root		tail	1	nightjar	2.02			nightjar
kapriol	obscure_root		extended	2	caper	2.86			to caper, frolic about, frisk, leap about, prance, romp
kaproblek	obscure_root		tail	1	bleat	2.12			to bleat
kaprofel	obscure_root		tail	1	goatskin	1.86			goatskin
kaprogras	obscure_root		tail	1	goat	0.0			goat fat
kaproled	obscure_root		tail	1	goatskin	1.86			goatskin
kapromp	candidate_gap		extended	2	fatal	4.1	2		fatal
kaprovir	obscure_root		tail	1	billy-goat	0.0			billy-goat, he-goat
kapsel	obscure_root		tail	1		0.0			shepherd’s-purse
kapsik	shade_mismatch		extended	2	chili	3.73		pepper	chili, pepper
kapstan	obscure_root		tail	1	capstan	2.03			capstan, winding gear
kapsul	shade_mismatch		tail	1	capsule	3.7		firing	capsule, firing cap
kapt	covered_T1_3	2	core	15		0.0			to capture, catch, grapple, trap, ensnare, clutch, grasp, grab
kaptipov	obscure_root		tail	1	prehensile	2.11			prehensile, adapted for grasping, grabbing, grappling
kaptogant	obscure_root		tail	1	mitt	3.33			catcher’s mitt
kaptolini	obscure_root		tail	1	snap	0.0			snap line
kaptopunkt	obscure_root		tail	1	snap	0.0			snap point
kaptoŝnur	obscure_root		tail	1	lasso	2.74			lasso
kaptuk	obscure_root		tail	1	kerchief	2.12			kerchief, scarf
kapturn	covered_T1_3	1	core	3		0.0			dizzy
kapucen	obscure_root		tail	1	capuchin	0.0			Capuchin monk
kapuslini	obscure_root		tail	1	zero	0.0			zero alignment
kaput	obscure_root		tail	1	broken	0.0			broken down, decrepit
kapuĉ	obscure_root		extended	2	capuche	0.0			capuche, cowl, hood
kapuĉmantel	obscure_root		tail	1	cape	4.3			cape, cloak
kapuĉpalt	obscure_root		tail	1	parka	2.76			parka
kapvest	obscure_root		tail	1	head	0.0			head dress, headwear
kapvort	obscure_root		tail	1	caption	3.72			caption, headword
kapvual	obscure_root		tail	1	wimple	1.7			wimple
kapŝirmil	obscure_root		tail	1	head	0.0			head protector
kar	covered_T1_3	1/2	core	11		0.0			beloved, cherished, dear, expensive, valuable, precious, costly, high-priced
karab	obscure_root		extended	2	ground-beetle	0.0			ground-beetle
karaben	obscure_root		tail	1	carbine	2.83			carbine
karadri	obscure_root		tail	1	ringed	0.0			ringed plover
karaf	obscure_root		tail	1	decanter	2.53			to decanter
karaib	obscure_root		tail	1	caribbean	0.0			Caribbean
karakol	obscure_root		tail	1	caracole	0.0			to caracole, prance about
karakter	obscure_root		extended	2	characteristic	3.97			characteristic
karakteranaliz	obscure_root		tail	1	profile	4.82			profile
karakteristik	obscure_root		tail	1	characteristic	3.97			characteristic
karakteriz	covered_T1_3	2	core	3		0.0			characteristic
karaktr	obscure_root		extended	2	character	5.11			character
karambol	obscure_root		tail	1	strike	4.66			to strike, collide
karambolfrukt	obscure_root		tail	1	carambola	1.37			carambola, star-fruit
karamel	obscure_root		tail	1	caramel	3.48			caramel
karaoke	obscure_root		tail	1	karaoke	3.43			karaoke
karapac	obscure_root		tail	1	carapace	2.63			carapace, shell
karas	obscure_root		tail	1	crucian	0.0			crucian carp
karate	candidate_gap		extended	2	karate	3.55	3		karate
karavan	candidate_gap		extended	2	caravan	3.62	3		caravan
karavel	obscure_root		tail	1	caravel	1.73			caravel
karb	covered_T1_3	2	core	3		0.0			coal
karbardaĵ	obscure_root		tail	1	charcoal	3.58			charcoal
karbfosist	obscure_root		tail	1	collier	3.37			collier
karbobriket	obscure_root		tail	1	briquette	1.92			briquette
karbofosad	obscure_root		tail	1	coal	0.0			coal mining
karbokrajon	obscure_root		tail	1	charcoal	3.58			charcoal, carbon
karbol	obscure_root		tail	1	carbolic	0.0			carbolic acid, phenol
karbomin	obscure_root		extended	2	coalmine	1.81			coalmine
karbon	candidate_gap		extended	2	carbon	4.55	2		carbon
karbonakrajon	obscure_root		tail	1	carbon	0.0			carbon pencil
karbonhidrat	obscure_root		tail	1	carbohydrate	3.17			carbohydrate
karbonigr	obscure_root		tail	1	coal-black	0.0			coal-black, pitch-black
karbonkopi	obscure_root		tail	1	carbon	0.0			carbon copy, courtesy copy
karbonpaper	obscure_root		tail	1	carbon	0.0			carbon paper
karbopaper	obscure_root		tail	1	carbon	0.0			carbon paper
karboprenil	obscure_root		tail	1		0.0			(fireplace) poker
karborund	obscure_root		tail	1	carborundum	1.68			carborundum
karboskori	obscure_root		tail	1	cinder	2.96			cinder
karbpaper	obscure_root		tail	1	carbon	0.0			carbon paper
karbujoet	obscure_root		tail	1	coal	0.0			coal scuttle
karbunkl	obscure_root		tail	1	boil	3.83			boil, carbuncle
karbunkol	obscure_root		tail	1	carbuncle	2.2			carbuncle
karbur	obscure_root		core	3	carburate	0.0			to carburate, vaporize
karburator	obscure_root		tail	1	carburetor	2.82			carburetor
karcer	obscure_root		tail	1	jail	0.0			jail cell, prison
karcinom	obscure_root		tail	1	cancer	4.93			cancer
kard	covered_T1_3	2	core	4		0.0			to card
kardamin	obscure_root		tail	1	bittercress	1.03			bittercress
kardamom	obscure_root		tail	1	cardamom	2.71			cardamom
kardari	obscure_root		tail	1	hoary	0.0			hoary cress
kardel	obscure_root		tail	1	goldfinch	2.43			goldfinch
kardi	obscure_root		tail	1	cockle	2.34			cockle
kardinal	obscure_root		tail	1	cardinal	3.9			cardinal
kardinalbird	obscure_root		tail	1	cardinal	3.9			cardinal
kardiogram	obscure_root		tail	1	cardiogram	1.38			cardiogram
kardioid	obscure_root		tail	1	cardioid	1.75			cardioid
kardj	obscure_root		tail	1	cardia	1.76			cardia
kardopapili	obscure_root		tail	1	painted	0.0			painted lady
kare	candidate_gap		extended	2	curry	3.96	3		curry
kareks	obscure_root		tail	1	sedge	2.39			sedge
karen	obscure_root		tail	1	karen	0.0			Karen language
karenasekur	obscure_root		tail	1	hull	0.0			hull insurance
karenc	obscure_root		tail	1	malnutrition	3.24			malnutrition
karenform	obscure_root		tail	1	boat-shaped	0.0			boat-shaped
kares	covered_T1_3	2	core	4		0.0			wheedling
karesindaĵ	obscure_root		tail	1	knick-knack	0.0			knick-knack, trinket, bauble
karesnom	obscure_root		tail	1	nickname	3.91			nickname
karesprem	obscure_root		tail	1	cuddle	3.4			to cuddle, hug
karg	candidate_gap		core	3	freight	3.99	3		to freight
kargboat	obscure_root		tail	1	freight	0.0			freight boat, freighter
kargoatest	obscure_root		tail	1	bill	0.0			bill of lading
kari	covered_T1_3	1	core	5		0.0			caries, tooth decay
kariatid	obscure_root		tail	1	caryatid	1.69			caryatid
karib	obscure_root		tail	1	caribbean	0.0			Caribbean
karibu	obscure_root		tail	1	caribou	2.97			caribou
karierresum	obscure_root		tail	1		0.0			résumé
kariertabel	obscure_root		tail	1	curriculum	0.0			curriculum vitae
karik	obscure_root		tail	1	papaya	2.87			papaya
karikatur	covered_T1_3	2	extended	2		0.0			to caricature
kariljon	obscure_root		extended	2	carillon	2.27			carillon, chimes
kariofil	obscure_root		extended	2	clove	2.91			clove
kariokinez	obscure_root		tail	1	mitosis	2.62			mitosis
kariol	obscure_root		tail	1	dog	0.0			dog cart, trap
karitat	obscure_root		tail	1	charitable	3.91			charitable
karlin	obscure_root		tail	1	carline	0.0			carline thistle
