en_lemma	decision	note	eo_root_override	eo_word_override	source	reason	ts
misbehave	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
moonlight	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
mural	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
murky	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
musty	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
nearer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
nestle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
nightlight	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
nightstand	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
nook	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
oblige	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
oily	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ooh	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
organise	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
organiser	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pad	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pail	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pant	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
peacefulness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
peacock	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
persuasive	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pickle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
piggybank	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pity	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
plaster	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ponder	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
popsicle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pounce	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
prance	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
prick	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
pucker	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
quicken	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
quiver	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
rack	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
reassuringly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
rebuild	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
receptionist	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
recess	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
reckless	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
reflective	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
repairman	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
responsibly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
restful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
retrieve	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
rinse	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ritual	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
rotten	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
savor	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
scenery	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
scootere	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
scratchy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sensor	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
shady	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
shortcut	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sill	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
siren	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sizzle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sleeve	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
smear	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
smoothly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
snore	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
snort	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sobs	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
softness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
soothe	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
soundly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
souvenir	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
spank	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
speechless	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
splish	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
spook	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
squabble	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
starle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
stool	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
strap	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
strut	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
stung	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
stutter	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sugary	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
surprisingly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
suspicious	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swallow	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swap	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swat	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sweat	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
sweaty	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swimmer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swipe	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swirls	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
swollen	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tar	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
teamwork	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tense	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tentacle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
terribly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
thankfully	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
thoughtfulness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tighten	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tilt	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
timid	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tirelessly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
tocke	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
toed	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
toolbox	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
trading	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
trim	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
trouser	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
trudge	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
trustworthy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
twinkly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
twirls	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ungrateful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
unroll	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
unwanted	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
unwrap	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
victorious	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
waggle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
watchful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
waterfall	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
webcam	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
weightless	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
whilst	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
whine	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
whir	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
whirlpool	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
whisk	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
whispering	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
windier	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
wisely	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
woodpecker	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
x.	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
$	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
'bout	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
abide	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
aboard	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
achy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
admiringly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
adventuresome	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
afloat	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ajar	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
alleyways	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
allowance	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
alphabet	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
amazingly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
amiss	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ancestor	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
andjim	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
antic	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
anything-	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
apologizer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
apology	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
applause	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
appreciative	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
aquarium	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
archer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
archery	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
arctic	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
assemble	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
assure	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
automobile	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
autumn	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
await	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
awely	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
awestruck	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
baaed	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
babysitter	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
"back,""be"	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bail	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bait	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
balancer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
barnyard	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
beachs	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bearable	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bedspread	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
behold	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bendy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
beneficial	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bicker	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bicyle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bin-	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
birdsong	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
biscuit	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
blackbird	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
blessing	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
boastful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bob	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bobbed	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bold	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bond-	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
boredom	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bouquet	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
brag	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
brainstorm	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
brass	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bravado	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
bray	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
breakthrough	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
brew	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
brigade	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
broomstick	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
brownish	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
browse	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
buck	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
burp	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
busily	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cackle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
calmness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
calmyou	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
camper	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
canoe	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
caramel	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
careen	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
caretaker	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cartwheel	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
catchy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
char	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
charmy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
chatty	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
checkup	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cheery	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
chin	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
chocolaty	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
choke	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
chomp	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
choppy	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
chord	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
chorus	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
churn	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clam	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clamber	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
classwork	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cleaner	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cleanly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cleansing	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cleverer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cleverly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clingin	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clink	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clip	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clothesline	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cloudless	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
clumsily	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cluttered	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cocoon	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
coil	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
colder	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
collaboration	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
collage	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
colony	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
commotion	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
como	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
companionable	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
compartment	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
compromise	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
conductor	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
congratulation	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
considerate	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
console	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
contagious	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
contentedly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
conveyor	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cooktop	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
coop	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
corridor	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
courageously	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
courteous	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
courtyard	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
crawly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
crossly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cruelly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
crumple	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
crush	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cub	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
"cub---""be"	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cucumber	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
culprit	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
cutter	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
damp	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dangle	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
de	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
deader	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dearly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
deed	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
delicately	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
delightful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
descend	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
destruction	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
detour	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
different--	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dinnertime	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dinos	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dipping	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disagreeable	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disagreement	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disapointe	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
discomfort	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disguise	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disintegrate	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disobedient	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disrespectful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
disrupt	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
distract	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
distressed	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ditch	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dizziness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
doe	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dollop	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
doom	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
doormat	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
doughnut	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
downstream	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
dreamland	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
drench	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
drill	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
drool	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
droop	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
drummer	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
e	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
eachother	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
easel	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
ecstatic	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
eerie	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
eh	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
elbow	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
elegant	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
embarrass	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
embrace	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
empower	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
enchant	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
enclosure	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
encouragement	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
encouragingly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
endless	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
endlessly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
enforce	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
enthral	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
enthusiastically	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
esta	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
etc	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
eventhough	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
exception	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
excessive	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
excite	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
extravagance	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
eyebrow	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
eyeshadow	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
farth	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fawn	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fearless	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
festive	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fidget	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fighter	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
filling	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
finder	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
firewood	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fleck	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flee	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fleeting	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flex	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flick	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flier	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flit	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flowerbe	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
flowerpot	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fondness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fool	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
foolishness	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
forgetful	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fortress	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fortunate	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
forwards	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
freely	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
freshly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
frilly	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fulfil	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
fumble	postpone				human	imported from xlsx column I	2026-07-04T21:49:54+00:00
