en_lemma	base_word	total_freq	band	final_eo_root	final_eo_word	eo_gloss	gloss_source	anchor_source	tier_basis	proposed_tier	review_flag	note
lid	lid	27	P2_hot	kovril	kovrilo	cover, hood, lid, wrapper	espdic	worksheet-proposed	freq	1		
microscope	microscope	27	P2_hot	mikroskop	mikroskopo	microscope	espdic	worksheet-proposed	freq	1		
neighbourhood	neighbourhood	27	P4_nomatch	kvartal	kvartalo	district, neighborhood, quarter, ward	espdic	curated	freq	1		
rake	rake	27	P2_hot	rast	rastilo	rake (implement)	espdic	curated	freq	1		
reverse	reverse	27	P2_hot	antaŭ	malantaŭeniri	inverse, inverted, reverse, reversed	kept_original	curated	freq	1		
softly	softly	27	P2_hot	laŭt	mallaŭte	softly	espdic	curated	freq	1		
strawberry	strawberry	27	P2_hot	frag	frago	strawberry	espdic	worksheet-proposed	seed	1		
sunset	sunset	27	P2_hot	sunsubir	sunsubiro	sunset	espdic	worksheet-proposed	freq	1		
tug	tug	27	P2_hot	tir	ektiri	to jerk, pull, tug	espdic	curated	freq	1		
zipper	zipper	27	P2_hot	fulmoferm	fulmofermilo	fastener, zip, zip fastener, zipper	espdic	curated	freq	1		
crib	crib	26	P2_hot	lul	lulilo	cradle	espdic	curated	freq	1		
dishwasher	dishwasher	26	P3_compound	vazlavil	vazlavilo	dishwasher	espdic	worksheet-proposed	freq	1		
dive	dive	26	P2_hot	plonĝ	plonĝi	to dive, plunge	espdic	worksheet-proposed	freq	1		
fascinated	fascinated	26	P2_hot	fascin	fascinita	fascinated, gripped	espdic	curated	freq	1		
fireman	fireman	26	P2_hot	fajrobrigadist	fajrobrigadisto	firefighter, fireman	espdic	curated	freq	1		
forth	forth	26	P2_hot	antaŭ	antaŭen	ahead, forth, forward(s), on(ward)	espdic	curated	freq	1		
gaze	gaze	26	P2_hot	rigardeg	rigardegi	to gaze, stare	espdic	worksheet-proposed	freq	1		
gear	gear	26	P2_hot	ilar	ilaro	gear, tackle, apparatus, equipment, tool box, tool set, toolbar, toolkit	espdic	worksheet-proposed	freq	1		
pastry	pastry	26	P2_hot	kuk	kukaĵo	pastry	espdic	curated	freq	1		
shiver	shiver	26	P2_hot	frostotrem	frostotremi	to shiver	espdic	curated	freq	1		
spade	spade	26	P2_hot	fos	fosilo	digging implement, shovel, spade	espdic	curated	freq	1		
worm	worm	26	P2_hot	verm	vermo	worm	espdic	worksheet-proposed	freq	1		
yoga	yoga	26	P2_hot	jog	jogo	yoga	espdic	worksheet-proposed	freq	1		
apron	apron	25	P2_hot	antaŭtuk	antaŭtuko	apron	espdic	curated	freq	1		
beak	beak	25	P2_hot	bek	beko	beak, bill	espdic	worksheet-proposed	freq	1		
beneath	beneath	25	P2_hot	sub	sub	below, beneath, under, underneath	espdic	worksheet-proposed	freq	1		
breeze	breeze	25	P2_hot	vent	venteto	breeze, zephyr	espdic	curated	freq	1		
disturb	disturb	25	P2_hot	ĝen	ĝeni	to bother, disturb, hinder, trouble, make uncomfortable	espdic	worksheet-proposed	freq	1		
dough	dough	25	P2_hot	past	pasto	dough, paste	espdic	worksheet-proposed	freq	1		
gum	gum	25	P2_hot	maĉgum	maĉgumo	chewing gum	espdic	curated	freq	1		
herb	herb	25	P2_hot	herb	herbo	grass, herb	espdic	worksheet-proposed	freq	1		
ink	ink	25	P2_hot	ink	inko	ink	espdic	curated	freq	1		
missile	missile	25	P2_hot	misil	misilo	missile	espdic	curated	freq	1		
panda	panda	25	P2_hot	pand	pando	panda	espdic	worksheet-proposed	freq	1		
penguin	penguin	25	P2_hot	pingven	pingveno	penguin	espdic	worksheet-proposed	freq	1		
quarrel	quarrel	25	P2_hot	kverel	kvereli	to quarrel, wrangle	espdic	curated	freq	1		
reef	reef	25	P2_hot	rif	rifo	dangerous rocks, reef	espdic	curated	freq	1		
scare	scare	25	P2_hot	timig	timigi	to affright, alarm, frighten, intimidate, scare	espdic	worksheet-proposed	freq	1		
scratch	scratch	25	P2_hot	grat	grati	to scratch	espdic	worksheet-proposed	freq	1		
shrink	shrink	25	P2_hot	ŝrump	ŝrumpi	to crumple, shrink, shrivel up, wilt, wrinkle	espdic	curated	freq	1		
tap	tap	25	P2_hot	frap	frapeti	to pat, tap, rap	espdic	curated	freq	1		
ash	ash	24	P2_hot	cindr	cindro	ash(es), cinder	espdic	worksheet-proposed	freq	1		
bracelet	bracelet	24	P2_hot	bracelet	braceleto	bracelet	espdic	worksheet-proposed	freq	1		
collar	collar	24	P2_hot	kolrimen	kolrimeno	collar	espdic	curated	freq	1		
fearful	fearful	24	P2_hot	tim	tima	afraid	espdic	curated	freq	1		
gust	gust	24	P2_hot	ekvent	ekvento	gust (of wind)	espdic	worksheet-proposed	freq	1		
jail	jail	24	P2_hot	prizon	prizono	jail, prison	espdic	worksheet-proposed	freq	1		
oat	oat	24	P4_nomatch	aven	aveno	oats	espdic	curated	freq	1		
paddle	paddle	24	P2_hot	pagaj	pagajo	paddle	espdic	curated	freq	1		
pinch	pinch	24	P2_hot	pinĉ	pinĉi	to nip, pinch	espdic	worksheet-proposed	freq	1		
popcorn	popcorn	24	P2_hot	krevmaiz	krevmaizo	popcorn	espdic	worksheet-proposed	freq	1		
shampoo	shampoo	24	P2_hot	ŝampu	ŝampuo	shampoo	espdic	curated	freq	1		
stack	stack	24	P2_hot	stak	stako	heap, pile, stack	espdic	curated	freq	1		
suitcase	suitcase	24	P2_hot	valiz	valizo	suitcase, piece of luggage, valise	espdic	curated	freq	1		
sunlight	sunlight	24	P3_compound	sunlum	sunlumo	sunlight	espdic	worksheet-proposed	freq	1		
birdcage	birdcage	23	P4_nomatch	birdokaĝ	birdokaĝo	bird cage	espdic	curated	freq	1		
bravely	bravely	23	P2_hot	brav	brave	bravely	espdic	worksheet-proposed	freq	1		
chess	chess	23	P2_hot	ŝak	ŝako	check, chess	espdic	worksheet-proposed	freq	1		
clearing	clearing	23	P2_hot	maldensej	maldensejo	clearing (in a forest), glade	espdic	worksheet-proposed	freq	1		
haircut	haircut	23	P4_nomatch	hartond	hartondo		kept_original	curated	freq	1		
humble	humble	23	P2_hot	humil	humila	humble, lowly, submissive	espdic	worksheet-proposed	freq	1		
makeup	makeup	23	P4_nomatch	ŝmink	ŝminko	cosmetic, make up, make-up	espdic	curated	freq	1		
microphone	microphone	23	P2_hot	mikrofon	mikrofono	microphone	espdic	worksheet-proposed	freq	1		
oats	oats	23	P2_hot	aven	aveno	oats	espdic	worksheet-proposed	freq	1		
opera	opera	23	P2_hot	oper	opero	opera	espdic	worksheet-proposed	freq	1		
scrub	scrub	23	P2_hot	frotlav	frotlavi	to scour, scrub	espdic	curated	freq	1		
sofa	sofa	23	P2_hot	sof	sofo	sofa	espdic	worksheet-proposed	freq	1		
thumb	thumb	23	P3_compound	dikfingr	dikfingro	thumb	espdic	curated	seed	2		
anchor	anchor	22	P2_hot	ankr	ankro	anchor, hyperlink	espdic	curated	freq	1		
applaud	applaud	22	P2_hot	aplaŭd	aplaŭdi	to acclaim, applaud, clap	espdic	curated	freq	1		
grape	grape	22	P2_hot	vinber	vinbero	grape	espdic	curated	seed	1		
infant	infant	22	P2_hot	infan	infaneto	babe, baby, infant	espdic	curated	freq	1		
magnet	magnet	22	P2_hot	magnet	magneto	loadstone, magnet	espdic	worksheet-proposed	freq	1		
pride	pride	22	P2_hot	fier	fiero	pride	espdic	worksheet-proposed	freq	1		
restless	restless	22	P2_hot	trankvil	maltrankvila	agitated, anxious, restless, uneasy, fitful	espdic	curated	freq	1		
rot	rot	22	P2_hot	putr	putriĝi	to rot	espdic	curated	freq	1		
scurry	scurry	22	P4_nomatch	kur	kureti		kept_original	curated	freq	1		
avocado	avocado	21	P2_hot	avokad	avokado	avocado	espdic	worksheet-proposed	freq	1		
dare	dare	21	P2_hot	kuraĝ	kuraĝi	to be bold enough (to), dare, have courage, venture to	espdic	curated	freq	1		
darkness	darkness	21	P2_hot	lum	mallumo	darkness, murk, gloom	espdic	curated	freq	1		
helmet	helmet	21	P2_hot	kask	kasko	helmet	espdic	worksheet-proposed	freq	1		
kneel	kneel	21	P2_hot	genu	genui	to kneel	espdic	worksheet-proposed	freq	1		
ornament	ornament	21	P2_hot	ornam	ornamaĵo	adornment, decoration, ornament, finery, ornamentation	espdic	curated	freq	1		
soak	soak	21	P2_hot	tremp	trempi	to dip, immerse, plunge, soak, steep	espdic	worksheet-proposed	freq	1		
thunder	thunder	21	P2_hot	tondr	tondro	thunder	espdic	curated	seed	1		
tickle	tickle	21	P2_hot	tikl	tikli	to tickle	espdic	worksheet-proposed	freq	1		
trail	trail	21	P2_hot	pad	pado	path	espdic	curated	freq	1		
twisted	twisted	21	P4_nomatch	tord	tordi	to contort, twist, warp, wind, wring, wriggle, sprain	espdic	curated	freq	1		
unpack	unpack	21	P2_hot	elpak	elpaki	to unpack	espdic	worksheet-proposed	freq	1		
waist	waist	21	P2_hot	tali	talio	waist, waistline	espdic	curated	freq	1		
whip	whip	21	P2_hot	vip	vipo	whip	espdic	curated	freq	1		
adorable	adorable	20	P2_hot	adorind	adorinda	adorable	espdic	worksheet-proposed	freq	1		
bookcase	bookcase	20	P2_hot	librobretar	librobretaro	bookcase	espdic	curated	freq	1		
cart	cart	20	P2_hot	ĉar	ĉareto	carriage, typewriter carriage, (push)cart, baseket (e-commerce)	espdic	curated	freq	1		
cereal	cereal	20	P2_hot	cereal	cerealo	cereal	espdic	curated	freq	1		
cheek	cheek	20	P2_hot	vang	vango	cheek, jowl	espdic	worksheet-proposed	seed	2		
chore	chore	20	P2_hot	farotaĵ	farotaĵo	thing to be done, chore	espdic	worksheet-proposed	freq	1		
fort	fort	20	P2_hot	fortikaĵ	fortikaĵo	citadel, fortification, fortress, stronghold, fort	espdic	curated	freq	1		
grill	grill	20	P2_hot	kradrostil	kradrostilo	barbecue, gridiron, grill	espdic	curated	freq	1		
hedge	hedge	20	P2_hot	heĝ	heĝo	hedge	espdic	worksheet-proposed	freq	1		
jellyfish	jellyfish	20	P2_hot	meduz	meduzo	jellyfish	espdic	worksheet-proposed	seed	2		
overjoy	overjoy	20	P4_nomatch	ĝoj	ĝojega	jovial, jubilant	espdic	curated	freq	1		
porch	porch	20	P2_hot	verand	verando	porch, veranda	espdic	curated	freq	1		
rag	rag	20	P2_hot	ĉifon	ĉifono	rag, scrap, tatter, shred	espdic	curated	freq	1		
rhinoceros	rhinoceros	20	P2_hot	rinocer	rinocero	rhino, rhinoceros	espdic	worksheet-proposed	freq	1		
ribbon	ribbon	20	P2_hot	ruband	rubando	ribbon, band, tape	espdic	curated	freq	1		
shrug	shrug	20	P2_hot	ŝultrolev	ŝultrolevi	to shrug	espdic	curated	freq	1		
slap	slap	20	P2_hot	frap	frapi	to hit, knock, strike	espdic	curated	freq	1		
slippery	slippery	20	P2_hot	glit	glita	floating, slick, slippery	espdic	curated	freq	1		
thermometer	thermometer	20	P3_compound	termometr	termometro	thermometer	espdic	worksheet-proposed	freq	1		
unlock	unlock	20	P2_hot	malŝlos	malŝlosi	to unlock	espdic	worksheet-proposed	freq	1		
vest	vest	20	P2_hot	veŝt	veŝto	vest, waistcoat	espdic	worksheet-proposed	freq	1		
warmth	warmth	20	P2_hot	varm	varmo	warmth	espdic	worksheet-proposed	freq	1		
weep	weep	20	P2_hot	larm	larmi	to cry, shed tears, weep	espdic	worksheet-proposed	freq	1		
yarn	yarn	20	P2_hot	lanfaden	lanfadeno	worsted	espdic	curated	freq	1		
alright	alright	19	P5_mid	bon	bone	well, ok, alright, fine	espdic	worksheet-proposed	freq	2		
birdie	birdie	19	P4_nomatch	bird	birdeto	little bird	espdic	curated	freq	2		
blouse	blouse	19	P5_mid	bluz	bluzo	blouse	espdic	worksheet-proposed	freq	2		
buckle	buckle	19	P5_mid	buk	buko	buckle, clasp	espdic	curated	freq	2		
cauliflower	cauliflower	19	P5_mid	florbrasik	florbrasiko	cauliflower	espdic	worksheet-proposed	freq	2		
chop	chop	19	P5_mid	hak	haki	to chop, cut, hack, hew	espdic	worksheet-proposed	freq	2		
hunter	hunter	19	P5_mid	ĉasist	ĉasisto	hunter	espdic	curated	freq	2		
itch	itch	19	P5_mid	juk	juko	itch, itching	espdic	curated	freq	2		
napkin	napkin	19	P3_compound	buŝtuk	buŝtuko	napkin, serviette	espdic	worksheet-proposed	freq	2		
reindeer	reindeer	19	P5_mid	boac	boaco	caribou, reindeer	espdic	worksheet-proposed	freq	2		
sandbox	sandbox	19	P5_mid	sablokest	sablokesto	sandbox	espdic	curated	freq	2		
scarf	scarf	19	P5_mid	koltuk	koltuko	neckcloth, scarf	espdic	curated	seed	1		
skull	skull	19	P5_mid	krani	kranio	cranium, head, skull, pate	espdic	worksheet-proposed	freq	2		
venture	venture	19	P5_mid	aventur	aventuri	to hazard, risk, venture	kept_original	curated	freq	2		
boom	boom	18	P5_mid	bum	bumo	boom	espdic	worksheet-proposed	freq	2		
broccoli	broccoli	18	P5_mid	brokol	brokolo	broccoli	espdic	worksheet-proposed	seed	1		
cracker	cracker	18	P5_mid	kraken	krakeno	cracker	espdic	worksheet-proposed	freq	2		
creep	creep	18	P5_mid	ŝtel	ŝteliri	to steal, sneak	espdic	curated	freq	2		
kindly	kindly	18	P5_mid	afabl	afable	kindly, affably	espdic	worksheet-proposed	freq	2		
mop	mop	18	P5_mid	ŝvabr	ŝvabrilo	to mop, swab	kept_original	curated	freq	2		
mule	mule	18	P5_mid	mul	mulo	mule	espdic	worksheet-proposed	freq	2		
mustache	mustache	18	P4_nomatch	liphar	lipharoj	moustache	espdic	curated	freq	2		
ripe	ripe	18	P5_mid	matur	matura	mature, ripe, full-grown, mature	espdic	worksheet-proposed	freq	2		
shield	shield	18	P5_mid	ŝild	ŝildo	buckler, shield, sign, plaque, tag	espdic	curated	freq	2		
spark	spark	18	P5_mid	fajr	fajrero	spark	espdic	curated	freq	2		
spit	spit	18	P5_mid	kraĉ	kraĉi	to expectorate, spit	espdic	worksheet-proposed	freq	2		
steak	steak	18	P5_mid	stek	steko	steak	espdic	worksheet-proposed	freq	2		
sword	sword	18	P5_mid	glav	glavo	sword	espdic	worksheet-proposed	freq	2		
toast	toast	18	P5_mid	rostpan	rostpano	toast, toasted bread	espdic	curated	freq	2		
vet	vet	18	P4_nomatch	veterinar	veterinaro	veterinarian	espdic	curated	freq	2		
villager	villager	18	P5_mid	vilaĝan	vilaĝano	villager	espdic	worksheet-proposed	freq	2		
anytime	anytime	17	P5_mid	iutemp	iutempe	anytime, at some time, eventually, ever, once, sometime, someday	espdic	worksheet-proposed	freq	2		
barrel	barrel	17	P5_mid	barel	barelo	barrel, cask	espdic	curated	freq	2		
bathe	bathe	17	P5_mid	ban	bani	to bathe, rinse, wash (over), submerge	espdic	worksheet-proposed	freq	2		
chalk	chalk	17	P5_mid	kret	kreto	chalk	espdic	curated	freq	2		
drain	drain	17	P5_mid	defluej	defluejo	drain	espdic	curated	freq	2		
drift	drift	17	P5_mid	driv	drivi	to drift, be adrift	espdic	curated	freq	2		
fireplace	fireplace	17	P5_mid	kamen	kameno	fireplace, hearth, fireside	espdic	worksheet-proposed	freq	2		
lumber	lumber	17	P3_compound	seglign	segligno	lumber, timber	espdic	worksheet-proposed	freq	2		
respectful	respectful	17	P5_mid	respekt	respekta	respectful	espdic	worksheet-proposed	freq	2		
scold	scold	17	P5_mid	riproĉ	riproĉi	to blame, rebuke, reproach, reprove, scold, reprimand	espdic	curated	freq	2		
sip	sip	17	P5_mid	trink	trinketi	to sip	espdic	curated	freq	2		
sneak	sneak	17	P5_mid	ŝtel	ŝteliri	to steal, sneak	espdic	curated	freq	2		
sprinkle	sprinkle	17	P5_mid	ŝutet	ŝuteti	to sprinkle	espdic	worksheet-proposed	freq	2		
sunrise	sunrise	17	P5_mid	sunleviĝ	sunleviĝo	sunrise	espdic	curated	freq	2		
tide	tide	17	P5_mid	tajd	tajdo	tide	espdic	worksheet-proposed	freq	2		
vanish	vanish	17	P5_mid	aper	malaperi	to disappear	espdic	curated	freq	2		
wardrobe	wardrobe	17	P5_mid	vestoŝrank	vestoŝranko	wardrobe (piece of furniture for storing clothes)	espdic	curated	freq	2		
backpack	backpack	16	P5_mid	dorssak	dorssako	backpack	espdic	worksheet-proposed	freq	2		
bouncy	bouncy	16	P4_nomatch	salt	resaltema	springy	espdic	curated	freq	2		
fog	fog	16	P5_mid	nebul	nebulo	fog, mist	espdic	worksheet-proposed	seed	1		
hanger	hanger	16	P4_nomatch	pend	pendigilo	gallows	espdic	curated	freq	2		
outfit	outfit	16	P5_mid	vestar	vestaro	outfit	espdic	curated	freq	2		
patiently	patiently	16	P5_mid	pacienc	pacience	patiently	espdic	worksheet-proposed	freq	2		
prune	prune	16	P5_mid	sekprun	sekpruno	to crop, trim, prune	kept_original	curated	freq	2		
rip	rip	16	P5_mid	ŝir	ŝiri	to rip, tear	espdic	worksheet-proposed	freq	2		
seagull	seagull	16	P5_mid	mev	mevo	gull, seagull	espdic	worksheet-proposed	freq	2		
seal	seal	16	P5_mid	fok	foko	seal (animal)	espdic	worksheet-proposed	freq	2		
steam	steam	16	P5_mid	vapor	vaporo	steam, vapor	espdic	curated	freq	2		
twist	twist	16	P5_mid	tord	tordi	to contort, twist, warp, wind, wring, wriggle, sprain	espdic	worksheet-proposed	freq	2		
airplane	airplane	15	P5_mid	aviadil	aviadilo	airplane, aircraft	espdic	worksheet-proposed	freq	2		
cabinet	cabinet	15	P5_mid	ŝrank	ŝranko	cabinet, closet, cupboard, sideboard, wardrobe	espdic	worksheet-proposed	freq	2		
cautiously	cautiously	15	P5_mid	singardem	singardeme	carefully, cautiously, gingerly, guardedly, prudently, warily	espdic	curated	freq	2		
cupcake	cupcake	15	P5_mid	kuket	kuketo	cookie, little cake, cupcake	espdic	worksheet-proposed	freq	2		
giraffe	giraffe	15	P5_mid	ĝiraf	ĝirafo	giraffe	espdic	worksheet-proposed	seed	1		
hallway	hallway	15	P5_mid	koridor	koridoro	corridor, passage, hallway, hall, lane, passageway	espdic	worksheet-proposed	freq	2		
hose	hose	15	P5_mid	hos	hoso	hose, tube	espdic	worksheet-proposed	freq	2		
notebook	notebook	15	P5_mid	kajer	kajero	copybook, exercise book, folder, notebook, pamphlet, workbook	espdic	curated	freq	2		
oak	oak	15	P5_mid	kverk	kverko	oak	espdic	curated	freq	2		
oxygen	oxygen	15	P5_mid	oksigen	oksigeno	oxygen	espdic	worksheet-proposed	freq	2		
pajama	pajama	15	P5_mid	piĵam	piĵamo	pajama	espdic	worksheet-proposed	freq	2		
pearl	pearl	15	P5_mid	perl	perlo	pearl	espdic	worksheet-proposed	freq	2		
prettiest	prettiest	15	P4_nomatch	bel	beleta	attractive, bonny, pretty, comely, cute	espdic	curated	freq	2		
ranch	ranch	15	P5_mid	bien	bieno	domain, estate, farm, property, ranch, land, ground(s)	espdic	worksheet-proposed	freq	2		
reminder	reminder	15	P5_mid	memorigil	memorigilo	reminder	espdic	curated	freq	2		
sadness	sadness	15	P5_mid	malĝoj	malĝojo	grief, sadness, sorrow, tribulation	espdic	worksheet-proposed	freq	2		
barely	barely	14	P5_mid	apenaŭ	apenaŭ	barely, hardly, only just, scarcely, no more than	espdic	curated	freq	2		
canvas	canvas	14	P5_mid	kanvas	kanvaso	canvas	espdic	worksheet-proposed	freq	2		
carriage	carriage	14	P5_mid	kaleŝ	kaleŝo	carriage, coach	espdic	curated	freq	2		
celery	celery	14	P5_mid	api	apio	(wild) celery	espdic	worksheet-proposed	freq	2		
comfy	comfy	14	P4_nomatch	komfort	komforta	at ease, comfortable, cozy, snug	espdic	curated	freq	2		
cop	cop	14	P5_mid	policist	policisto	policeman	espdic	curated	freq	2		
flavor	flavor	14	P5_mid	gust	gusto	flavor, relish, savor, taste, zest	espdic	curated	freq	2		
freezer	freezer	14	P5_mid	frostuj	frostujo	freezer	espdic	worksheet-proposed	freq	2		
intrigue	intrigue	14	P5_mid	scivol	scivoligi	to intrigue	espdic	curated	freq	2		
jeep	jeep	14	P5_mid	ĵip	ĵipo	jeep	espdic	worksheet-proposed	freq	2		
lotion	lotion	14	P4_nomatch	loci	locio		kept_original	curated	freq	2		
panic	panic	14	P5_mid	panik	paniki	to panic	espdic	worksheet-proposed	freq	2		
pupil	pupil	14	P5_mid	lernant	lernanto	apprentice, scholar, pupil	espdic	curated	freq	2		
sew	sew	14	P5_mid	kudr	kudri	to stitch, sew, tack	espdic	worksheet-proposed	freq	2		
shovel	shovel	14	P5_mid	ŝovelil	ŝovelilo	shovel	espdic	curated	freq	2		
sore	sore	14	P5_mid	dolor	dolora	aching, anguished, pained, painful, sore	espdic	worksheet-proposed	freq	2		
starfish	starfish	14	P5_mid	marstel	marstelo	starfish	espdic	curated	freq	2		
sway	sway	14	P5_mid	balanc	balanciĝi	to balance, poise, oscillate, swing	espdic	curated	freq	2		
thrill	thrill	14	P5_mid	rav	ravi	to delight, enchant, enrapture	espdic	curated	freq	2		
underneath	underneath	14	P5_mid	sub	sub	below, beneath, under, underneath	espdic	worksheet-proposed	freq	2		
ambulance	ambulance	13	P5_mid	ambulanc	ambulanco	ambulance, field hospital	espdic	worksheet-proposed	freq	2		
bedtime	bedtime	13	P5_mid	enlitiĝtemp	enlitiĝtempo	bedtime	espdic	worksheet-proposed	freq	2		
brighter	brighter	13	P4_nomatch	hel	hela	bright, brilliant, clear, light, vivid	espdic	curated	freq	2		
bully	bully	13	P5_mid	tiran	tirano	despot, tyrant, oppressor	espdic	curated	freq	2		
campfire	campfire	13	P5_mid	tendarfajr	tendarfajro	campfire	espdic	worksheet-proposed	freq	2		
cricket	cricket	13	P5_mid	gril	grilo	cricket (insect)	espdic	worksheet-proposed	freq	2		
eagle	eagle	13	P5_mid	agl	aglo	eagle	espdic	worksheet-proposed	freq	2		
fade	fade	13	P5_mid	pal	paliĝi	to blanch, fade, grow pale, become pale	espdic	curated	freq	2		
forgave	forgave	13	P4_nomatch	pardon	pardoni	to forgive, pardon, reprieve, excuse, overlook	espdic	curated	freq	2		
knelt	knelt	13	P4_nomatch	genu	genui	to kneel	espdic	curated	freq	2		
marker	marker	13	P5_mid	markil	markilo	highlighter, marker	espdic	curated	freq	2		
melon	melon	13	P5_mid	melon	melono	melon	espdic	worksheet-proposed	freq	2		
onwards	onwards	13	P4_nomatch	plu	plu	else, further, more, on, any more	espdic	curated	freq	2		
ray	ray	13	P5_mid	radi	radio	beam, radio, radius, ray, wireless, spoke (of wheel)	espdic	curated	freq	2		
restore	restore	13	P5_mid	restarig	restarigi	to restore	espdic	curated	freq	2		
shed	shed	13	P5_mid	bud	budo	barn, shed, stand, stall, hut, booth, cabana, kiosk	espdic	worksheet-proposed	freq	2		
sting	sting	13	P5_mid	pik	piki	to bite, jab, pick, pierce, prick, puncture, stab, stick, sting	espdic	worksheet-proposed	freq	2		
stroke	stroke	13	P5_mid	kares	karesi	to caress, fondle, stroke	espdic	curated	freq	2		
unpacked	unpacked	13	P4_nomatch	pak	elpaki	to unpack	espdic	curated	freq	2		
acorn	acorn	12	P5_mid	glan	glano	acorn, glans	espdic	worksheet-proposed	freq	2		
bathtub	bathtub	12	P5_mid	banuj	banujo	bathtub	espdic	worksheet-proposed	freq	2		
batter	batter	12	P5_mid	farunbat	farunbataĵo	batter	espdic	curated	freq	2		
cardboard	cardboard	12	P5_mid	karton	kartono	cardboard, pasteboard	espdic	curated	freq	2		
coral	coral	12	P5_mid	koral	koralo	coral	espdic	curated	freq	2		
curl	curl	12	P5_mid	kaŭr	kaŭriĝi	to crouch, squat	espdic	curated	freq	2		
dip	dip	12	P5_mid	tremp	trempeti	to dip	espdic	curated	freq	2		
helper	helper	12	P5_mid	helpant	helpanto	aid, helper, assistant, auxiliary	espdic	worksheet-proposed	freq	2		
lawn	lawn	12	P5_mid	gazon	gazono	lawn	espdic	worksheet-proposed	freq	2		
mailman	mailman	12	P5_mid	poŝtist	poŝtisto	mail carrier, postal worker, mailman, postman	espdic	worksheet-proposed	freq	2		
medal	medal	12	P5_mid	medal	medalo	medal	espdic	worksheet-proposed	freq	2		
muddy	muddy	12	P5_mid	kot	kota	dirty, muddy, filthy, mucky, muddy	espdic	worksheet-proposed	freq	2		
purr	purr	12	P5_mid	ronron	ronroni	to purr	espdic	curated	freq	2		
quack	quack	12	P5_mid	kvak	kvaki	to croak, quack	espdic	worksheet-proposed	freq	2		
rumble	rumble	12	P5_mid	bruegad	bruegadi	to rumble	espdic	worksheet-proposed	freq	2		
sidewalk	sidewalk	12	P5_mid	trotuar	trotuaro	footpath, pavement, sidewalk	espdic	worksheet-proposed	freq	2		
squeal	squeal	12	P5_mid	kri	krieti	to squall	espdic	curated	freq	2		
swung	swung	12	P4_nomatch	balanc	balanciĝi	to balance, poise, oscillate, swing	espdic	curated	freq	2		
warrior	warrior	12	P5_mid	batalist	batalisto	warrior	espdic	worksheet-proposed	freq	2		
armchair	armchair	11	P5_mid	fotel	fotelo	armchair, easy chair	espdic	worksheet-proposed	freq	2		
burst	burst	11	P5_mid	krev	krevi	to burst	espdic	curated	freq	2		
chuckle	chuckle	11	P4_nomatch	rid	subridi	to laugh up one’s sleeve	espdic	curated	freq	2		
circus	circus	11	P5_mid	cirk	cirko	circus	espdic	worksheet-proposed	freq	2		
claws	claws	11	P4_nomatch	ung	ungego	claw, talon, fingernail, nail	espdic	curated	freq	2		
creamy	creamy	11	P4_nomatch	krem	krema	cream	espdic	curated	freq	2		
drank	drank	11	P4_nomatch	trink	trinki	to drink	espdic	curated	freq	2		
exhaust	exhaust	11	P5_mid	elĉerp	elĉerpi	to ladle out, scoop out, exhaust, use up, consume	espdic	worksheet-proposed	freq	2		
explorer	explorer	11	P5_mid	esplorist	esploristo	explorer	espdic	curated	freq	2		
fabric	fabric	11	P5_mid	ŝtof	ŝtofo	cloth, material, matter, stuff, fabric, textile	espdic	worksheet-proposed	freq	2		
fisherman	fisherman	11	P5_mid	fiŝist	fiŝisto	fisherman	espdic	worksheet-proposed	freq	2		
glitter	glitter	11	P5_mid	scintil	scintili	to glitter	kept_original	curated	freq	2		
gracefully	gracefully	11	P5_mid	graci	gracie	gracefully, graciously	espdic	worksheet-proposed	freq	2		
honking	honking	11	P5_mid	hup	hupi	to hoot	espdic	curated	freq	2		
horizon	horizon	11	P5_mid	horizont	horizonto	horizon	espdic	worksheet-proposed	freq	2		
jug	jug	11	P5_mid	kruĉ	kruĉo	cruse, ewer, jug, pitcher, pot, vessel	espdic	curated	freq	2		
oasis	oasis	11	P5_mid	oaz	oazo	oasis	espdic	worksheet-proposed	freq	2		
ostrich	ostrich	11	P5_mid	strut	struto	ostrich	espdic	worksheet-proposed	freq	2		
pasta	pasta	11	P5_mid	pastaĵ	pastaĵo	pasta	espdic	worksheet-proposed	freq	2		
potion	potion	11	P5_mid	poci	pocio	potion	espdic	worksheet-proposed	freq	2		
precious	precious	11	P5_mid	kar	kara	beloved, cherished, dear, expensive, valuable, precious, costly, high-priced	espdic	worksheet-proposed	freq	2		
sibling	sibling	11	P5_mid	gefrat	gefrato	brother, sibling, sister	espdic	curated	freq	2		
snuck	snuck	11	P4_nomatch	ŝtel	ŝteliri	to steal, sneak	espdic	curated	freq	2		
spaceship	spaceship	11	P5_mid	kosmoŝip	kosmoŝipo	spaceship	espdic	worksheet-proposed	freq	2		
spear	spear	11	P5_mid	lanc	lanco	lance, spear	espdic	worksheet-proposed	freq	2		
stem	stem	11	P5_mid	tig	tigo	stalk, stem	espdic	curated	freq	2		
tricky	tricky	11	P5_mid	facil	malfacila	difficult, hard, inconvenient, troublesome	espdic	curated	freq	2		
wallet	wallet	11	P5_mid	biletuj	biletujo	wallet	espdic	curated	freq	2		
wiggle	wiggle	11	P5_mid	tordetiĝ	tordetiĝi	to wiggle	espdic	worksheet-proposed	freq	2		
