en_lemma	base_word	total_freq	band	final_eo_root	final_eo_word	eo_gloss	gloss_source	anchor_source	tier_basis	proposed_tier	review_flag	note
yucky	yucky	11	P4_nomatch	naŭz	naŭza	abhorrent, abominable, alien, disgusting, nasty, nauseous	espdic	curated	freq	2		
bat	bat	10	P5_mid	vespert	vesperto	bat (animal)	espdic	curated	freq	2		
billboard	billboard	10	P5_mid	reklampanel	reklampanelo	billboard	espdic	worksheet-proposed	freq	2		
budge	budge	10	P4_nomatch	mov	moviĝi	to (make) move	espdic	curated	freq	2		
compassion	compassion	10	P5_mid	kompat	kompato	compassion, pity, mercy, sympathy	espdic	worksheet-proposed	freq	2		
dresser	dresser	10	P5_mid	komod	komodo	chest of drawers, dresser, commode (furniture)	espdic	worksheet-proposed	freq	2		
firefly	firefly	10	P5_mid	lampir	lampiro	firefly, glow-worm	espdic	curated	freq	2		
grandchild	grandchild	10	P5_mid	genep	genepo	grandchild	espdic	worksheet-proposed	freq	2		
hider	hider	10	P5_mid	kaŝ	kaŝiĝanto	hider, concealer	kept_original	curated	freq	2		
hopeful	hopeful	10	P5_mid	esperem	esperema	hopeful	espdic	worksheet-proposed	freq	2		
itchy	itchy	10	P4_nomatch	juk	juka		kept_original	curated	freq	2		
luggage	luggage	10	P5_mid	bagaĝ	bagaĝo	baggage, luggage	espdic	worksheet-proposed	freq	2		
patience	patience	10	P5_mid	pacienc	pacienco	patience	espdic	worksheet-proposed	freq	2		
peer	peer	10	P5_mid	rigard	enrigardi	to look inside	espdic	curated	freq	2		
quiz	quiz	10	P5_mid	kviz	kvizo	quiz	espdic	worksheet-proposed	freq	2		
racer	racer	10	P4_nomatch	vetkurist	vetkuristo		kept_original	curated	freq	2		
reassure	reassure	10	P5_mid	rekuraĝig	rekuraĝigi	to cheer up, reassure	espdic	worksheet-proposed	freq	2		
rustle	rustle	10	P5_mid	susur	susuri	to rustle, swish	espdic	curated	freq	2		
slimy	slimy	10	P5_mid	ŝlim	ŝlima	slimy, turbid	espdic	worksheet-proposed	freq	2		
snatch	snatch	10	P5_mid	ekpren	ekpreni	to grasp, snatch	espdic	worksheet-proposed	freq	2		
soapy	soapy	10	P4_nomatch	sap	sapa		kept_original	curated	freq	2		
someday	someday	10	P5_mid	iutag	iutage	one day, someday	espdic	worksheet-proposed	freq	2		
spice	spice	10	P5_mid	spic	spico	spice	espdic	curated	freq	2		
storekeeper	storekeeper	10	P4_nomatch	butikist	butikisto	merchant, retailer, shopkeeper, tradesman	espdic	curated	freq	2		
toddler	toddler	10	P5_mid	paŝetul	paŝetulo	toddler	espdic	worksheet-proposed	freq	2		
vow	vow	10	P5_mid	vot	voti	to vow	espdic	worksheet-proposed	freq	2		
wisdom	wisdom	10	P5_mid	saĝ	saĝo	wisdom	espdic	worksheet-proposed	freq	2		
wobble	wobble	10	P5_mid	ŝancel	ŝanceliĝi	to demur, hesitate, lurch, reel, stagger, vacillate, wav, waddle	espdic	curated	freq	2		
yield	yield	10	P5_mid	ced	cedi	to cede, give in, yield, comply, concede, grant, accommodate	espdic	worksheet-proposed	freq	2		
accomplish	accomplish	9	P5_mid	ating	atingi	to accomplish, achieve, attain, get, reach, overtake, obtain, access (database, disk)	espdic	worksheet-proposed	freq	2		
beard	beard	9	P5_mid	barb	barbo	beard	espdic	worksheet-proposed	freq	2		
bravery	bravery	9	P5_mid	brav	braveco	bravery, valor	espdic	curated	freq	2		
cobweb	cobweb	9	P3_compound	araneret	aranereto	cobweb	espdic	worksheet-proposed	freq	2		
crumb	crumb	9	P3_compound	paner	panero	bread crumb	espdic	curated	freq	2		
dolly	dolly	9	P5_mid	pup	pupeto	dolly	kept_original	curated	freq	2		
echo	echo	9	P5_mid	eĥ	eĥi	to echo	espdic	worksheet-proposed	freq	2		
feast	feast	9	P5_mid	festen	festeno	banquet, feast	espdic	curated	freq	2		
fetch	fetch	9	P5_mid	port	alporti	to bring, fetch, convey	espdic	curated	freq	2		
firefighter	firefighter	9	P5_mid	fajrobrigadist	fajrobrigadisto	firefighter, fireman	espdic	worksheet-proposed	freq	2		
greedy	greedy	9	P5_mid	avid	avida	avid, eager, greedy	espdic	curated	freq	2		
hiss	hiss	9	P5_mid	sibl	sibli	to hiss, whistle	espdic	curated	freq	2		
kingdom	kingdom	9	P5_mid	reĝland	reĝlando	kingdom	espdic	curated	freq	2		
mattress	mattress	9	P5_mid	matrac	matraco	mattress	espdic	worksheet-proposed	freq	2		
onward	onward	9	P4_nomatch	plu	plu	else, further, more, on, any more	espdic	curated	freq	2		
paintbrush	paintbrush	9	P5_mid	penik	peniko	brush, paintbrush	espdic	worksheet-proposed	freq	2		
practise	practise	9	P4_nomatch	ekzerc	ekzerci	to exercise, practice, train, drill, rehearse	espdic	curated	freq	2		
raccoon	raccoon	9	P5_mid	lavurs	lavurso	raccoon, washing-bear	espdic	curated	freq	2		
reluctantly	reluctantly	9	P5_mid	malvol	malvole	against one’s will, forcefully, reluctantly, unwillingly	espdic	worksheet-proposed	freq	2		
riddle	riddle	9	P5_mid	enigm	enigmo	enigma, puzzle, riddle	espdic	worksheet-proposed	freq	2		
sailboat	sailboat	9	P3_compound	velŝip	velŝipo	sailing ship, sailboat	espdic	worksheet-proposed	freq	2		
seeker	seeker	9	P5_mid	serĉant	serĉanto	seeker	espdic	worksheet-proposed	freq	2		
stomp	stomp	9	P4_nomatch	stamf	stamfi	to paw the ground, stamp	espdic	curated	freq	2		
sunglass	sunglass	9	P4_nomatch	sunokulvitr	sunokulvitroj	sunglasses	espdic	curated	freq	2		
swirl	swirl	9	P5_mid	kirliĝ	kirliĝi	to swirl	espdic	worksheet-proposed	freq	2		
tick	tick	9	P5_mid	tiktak	tiktaki	to tick	espdic	curated	freq	2		
tub	tub	9	P5_mid	kuv	kuvo	bath, tub, vat, space open box, visible space	espdic	worksheet-proposed	freq	2		
unlocked	unlocked	9	P4_nomatch	ŝlos	malŝlosi	to unlock	espdic	curated	freq	2		
accomplishment	accomplishment	8	P5_mid	ating	atingo	accomplishment, achievement, attainment, access	espdic	curated	freq	2		
bead	bead	8	P5_mid	bid	bido	bead	espdic	worksheet-proposed	freq	2		
belly	belly	8	P5_mid	ventr	ventro	abdomen, stomach, belly, tummy	espdic	worksheet-proposed	freq	2		
belove	belove	8	P4_nomatch	am	amata	loved, beloved	espdic	curated	freq	2		
chipmunk	chipmunk	8	P5_mid	eŭtami	eŭtamio	chipmunk	espdic	worksheet-proposed	freq	2		
cough	cough	8	P5_mid	tus	tusi	to cough	espdic	worksheet-proposed	freq	2		
darling	darling	8	P5_mid	karul	karulo	darling, dear (person)	espdic	curated	freq	2		
dot	dot	8	P5_mid	punkt	punkto	dot, period, point, spot	espdic	worksheet-proposed	freq	2		
dragonfly	dragonfly	8	P5_mid	libel	libelo	dragonfly	espdic	worksheet-proposed	freq	2		
glee	glee	8	P5_mid	ĝoj	ĝojo	gladness, joy, glee	espdic	worksheet-proposed	freq	2		
glimmer	glimmer	8	P5_mid	lum	lumetadi	to glimmer, shimmer	espdic	curated	freq	2		
jailer	jailer	8	P5_mid	prizongardist	prizongardisto	jailer, prison guard	kept_original	curated	freq	2		
keeper	keeper	8	P5_mid	gardist	gardisto	curator, guard, jailer	espdic	curated	freq	2		
magician	magician	8	P5_mid	magiist	magiisto	magician	espdic	worksheet-proposed	freq	2		
marching	marching	8	P5_mid	marŝ	marŝi	to march, walk	espdic	curated	freq	2		
mermaid	mermaid	8	P5_mid	marvirin	marvirino	mermaid, siren	kept_original	curated	freq	2		
playtime	playtime	8	P3_compound	ludtemp	ludtempo	playtime, recreation	espdic	worksheet-proposed	freq	2		
pluck	pluck	8	P5_mid	pluk	pluki	to pick, pluck	espdic	worksheet-proposed	freq	2		
scamper	scamper	8	P4_nomatch	kur	kureti		kept_original	curated	freq	2		
spooky	spooky	8	P5_mid	timiget	timigeta	spooky	espdic	worksheet-proposed	freq	2		
stew	stew	8	P5_mid	stufaĵ	stufaĵo	stew	espdic	curated	freq	2		
stripe	stripe	8	P5_mid	stri	strio	ray, strip, stripe	espdic	curated	freq	2		
telescope	telescope	8	P5_mid	teleskop	teleskopo	telescope	espdic	curated	freq	2		
tiptoe	tiptoe	8	P4_nomatch	piedpint	piedpinte		kept_original	curated	freq	2		
twisting	twisting	8	P3_compound	tord	tordi	to contort, twist, warp, wind, wring, wriggle, sprain	espdic	curated	freq	2		
unsure	unsure	8	P5_mid	necert	necerta	uncertain, indecisive, unsure, doubtful	espdic	worksheet-proposed	freq	2		
warmly	warmly	8	P5_mid	varm	varme	warmly	espdic	worksheet-proposed	freq	2		
wink	wink	8	P5_mid	okulsign	okulsigni	to wink	espdic	curated	freq	2		
admiration	admiration	7	P5_mid	admir	admiro	admiration	espdic	worksheet-proposed	freq	2		
afar	afar	7	P5_mid	for	fore	afar, afield, far, far away, remotely	espdic	worksheet-proposed	freq	2		
backwards	backwards	7	P5_mid	antaŭ	malantaŭen	backwards	espdic	curated	freq	2		
basement	basement	7	P5_mid	kel	kelo	basement, cellar	espdic	worksheet-proposed	freq	2		
beehive	beehive	7	P5_mid	abeluj	abelujo	beehive, hive	espdic	worksheet-proposed	freq	2		
broom	broom	7	P5_mid	balail	balailo	broom, sweeper	espdic	curated	freq	2		
burrow	burrow	7	P5_mid	kav	kavo	cave, cavity, groove	espdic	curated	freq	2		
cliff	cliff	7	P5_mid	klif	klifo	cliff, crag, headland	espdic	worksheet-proposed	freq	2		
cluck	cluck	7	P5_mid	kluk	kluki	to cluck	espdic	worksheet-proposed	freq	2		
cottage	cottage	7	P5_mid	domet	dometo	cottage, lodge, small house	espdic	worksheet-proposed	freq	2		
crunchy	crunchy	7	P5_mid	kraket	kraketa	brittle, crisp, crunchy	espdic	worksheet-proposed	freq	2		
curiously	curiously	7	P4_nomatch	scivol	scivoleme	inquisitively	espdic	curated	freq	2		
diving	diving	7	P5_mid	plonĝ	plonĝado	diving	espdic	curated	freq	2		
doorway	doorway	7	P3_compound	pordapertur	pordaperturo	doorway	espdic	worksheet-proposed	freq	2		
dusty	dusty	7	P5_mid	polv	polva	dusty	espdic	worksheet-proposed	freq	2		
faraway	faraway	7	P4_nomatch	for	fora	distant, far, remote	espdic	curated	freq	2		
frost	frost	7	P5_mid	glazur	glazuro	glaze	espdic	curated	freq	2		
hen	hen	7	P5_mid	kokin	kokino	hen	espdic	curated	seed	1		
honk	honk	7	P5_mid	hup	hupi	to hoot	espdic	curated	freq	2		
mane	mane	7	P5_mid	kolhar	kolharoj	mane	espdic	worksheet-proposed	freq	2		
munch	munch	7	P5_mid	maĉ	maĉi	to chew, masticate, munch	espdic	worksheet-proposed	freq	2		
plead	plead	7	P5_mid	peteg	petegi	to appeal, beg, beseech, implore, plead	espdic	curated	freq	2		
politely	politely	7	P5_mid	ĝentil	ĝentile	gently, politely	espdic	worksheet-proposed	freq	2		
pout	pout	7	P5_mid	paŭt	paŭti	to pout, sulk	espdic	curated	freq	2		
puff	puff	7	P5_mid	puf	pufi	padding, puff, swelling, stuffing, wad, pad	kept_original	curated	freq	2		
quilt	quilt	7	P5_mid	peplom	peplomo	quilt	espdic	curated	freq	2		
ranger	ranger	7	P4_nomatch	parkgardist	parkgardisto		kept_original	curated	freq	2		
ruler	ruler	7	P5_mid	liniil	liniilo	ruler, straight-edge	espdic	worksheet-proposed	freq	2		
scar	scar	7	P5_mid	timig	timigi	to affright, alarm, frighten, intimidate, scare	espdic	curated	freq	2		
screwdriver	screwdriver	7	P5_mid	ŝraŭbil	ŝraŭbilo	screwdriver	espdic	worksheet-proposed	freq	2		
spoonful	spoonful	7	P5_mid	plenkuler	plenkulero	spoonful	espdic	curated	freq	2		
sternly	sternly	7	P4_nomatch	sever	severe	rigidly	espdic	curated	freq	2		
stroll	stroll	7	P5_mid	promen	promeni	to go for a walk, stroll, promenade	espdic	curated	freq	2		
texture	texture	7	P3_compound	tekstur	teksturo	texture, grain	espdic	worksheet-proposed	freq	2		
tractor	tractor	7	P3_compound	traktor	traktoro	tractor	espdic	worksheet-proposed	freq	2		
trampoline	trampoline	7	P5_mid	trampolin	trampolino	trampoline	espdic	worksheet-proposed	freq	2		
treehouse	treehouse	7	P4_nomatch	arbodom	arbodomo		kept_original	curated	freq	2		
waffle	waffle	7	P5_mid	vafl	vaflo	waffle	espdic	worksheet-proposed	freq	2		
windy	windy	7	P5_mid	vent	venta	windy	espdic	worksheet-proposed	freq	2		
alligator	alligator	6	P5_mid	aligator	aligatoro	alligator	espdic	worksheet-proposed	freq	2		
astronaut	astronaut	6	P3_compound	astronaŭt	astronaŭto	astronaut, spaceman	espdic	worksheet-proposed	freq	2		
brick	brick	6	P5_mid	brik	briko	block	espdic	curated	freq	2		
cashier	cashier	6	P5_mid	kasist	kasisto	cashier, treasurer, paymaster, treasurer	espdic	curated	freq	2		
conquer	conquer	6	P5_mid	venk	venki	to conquer, defeat, win over, overcome, vanquish, subdue	espdic	worksheet-proposed	freq	2		
creativity	creativity	6	P5_mid	kreem	kreemo	creativeness, creativity	espdic	worksheet-proposed	freq	2		
devastate	devastate	6	P5_mid	aflikt	aflikti	to afflict, grieve, distress	espdic	curated	freq	2		
dripping	dripping	6	P4_nomatch	gut	guti	to drip, drop	espdic	curated	freq	2		
driveway	driveway	6	P5_mid	enveturej	enveturejo	driveway	espdic	worksheet-proposed	freq	2		
farewell	farewell	6	P5_mid	adiaŭ	adiaŭo	farewell, goodbye, logout	espdic	curated	freq	2		
gobble	gobble	6	P4_nomatch	vor	voregi		kept_original	curated	freq	2		
grassy	grassy	6	P5_mid	herb	herba	grassy, herbal	espdic	worksheet-proposed	freq	2		
hamster	hamster	6	P5_mid	hamstr	hamstro	hamster	espdic	worksheet-proposed	seed	1		
handy	handy	6	P5_mid	lert	lerta	able, adroit, clever, dexterous, skillful, expert, talented, handy	espdic	worksheet-proposed	freq	2		
harvest	harvest	6	P5_mid	rikolt	rikolti	to gather, harvest, reap	espdic	worksheet-proposed	freq	2		
hesitant	hesitant	6	P5_mid	hezit	hezitema	irresolute, undecided	espdic	curated	freq	2		
hood	hood	6	P5_mid	kapot	kapoto	bonnet, hood, capote	espdic	curated	freq	2		
instantly	instantly	6	P5_mid	tuj	tuj	at once, immediately, just, right away, right now	espdic	curated	freq	2		
joyfully	joyfully	6	P5_mid	ĝoj	ĝoje	joyfully, happily	espdic	worksheet-proposed	freq	2		
lap	lap	6	P5_mid	sin	sino	bosom, breast, lap	espdic	curated	freq	2		
masterpiece	masterpiece	6	P5_mid	ĉefverk	ĉefverko	masterpiece	espdic	worksheet-proposed	freq	2		
mist	mist	6	P5_mid	nebul	nebuleto	haze, mist	espdic	curated	freq	2		
nervously	nervously	6	P5_mid	nervoz	nervoze	nervously	espdic	curated	freq	2		
newfound	newfound	6	P4_nomatch	nov	nova	new, novel, recent	espdic	curated	freq	2		
nibble	nibble	6	P5_mid	mord	mordeti	to corrode, gnaw, nibble	espdic	curated	freq	2		
pecked	pecked	6	P4_nomatch	bek	beki	to peck	espdic	curated	freq	2		
peel	peel	6	P5_mid	ŝel	ŝelo	bark, husk, peel, shell, pod, rind, skin, wrapper	espdic	worksheet-proposed	freq	2		
prank	prank	6	P5_mid	petolaĵ	petolaĵo	prank, shenanigan, trick	espdic	curated	freq	2		
rainy	rainy	6	P5_mid	pluv	pluva	rain, of rain, rainy	espdic	worksheet-proposed	freq	2		
recorder	recorder	6	P5_mid	registril	registrilo	recorder	espdic	curated	freq	2		
satisfaction	satisfaction	6	P5_mid	kontent	kontento	contentment, satisfaction	espdic	curated	freq	2		
scent	scent	6	P5_mid	odor	odoro	odor, scent, smell	espdic	curated	freq	2		
scrap	scrap	6	P5_mid	pecet	peceto	morsel, scrap	espdic	worksheet-proposed	freq	2		
silently	silently	6	P5_mid	silent	silente	silently	espdic	worksheet-proposed	freq	2		
snowflake	snowflake	6	P5_mid	neĝer	neĝero	snowflake	espdic	worksheet-proposed	freq	2		
sponge	sponge	6	P5_mid	spong	spongo	sponge	espdic	worksheet-proposed	freq	2		
spy	spy	6	P5_mid	spion	spioni	to spy, snoop, watch	espdic	curated	freq	2		
straw	straw	6	P5_mid	pajl	pajlo	straw	espdic	curated	freq	2		
tangle	tangle	6	P5_mid	implik	impliki	to entangle, implicate, infer	espdic	curated	freq	2		
teaspoon	teaspoon	6	P5_mid	tekuler	tekulero	teaspoon	espdic	worksheet-proposed	freq	2		
terrify	terrify	6	P5_mid	terur	teruri	to frighten, terrify	espdic	worksheet-proposed	freq	2		
tornado	tornado	6	P3_compound	turnventeg	turnventego	tornado, whirlwind	espdic	worksheet-proposed	freq	2		
tumble	tumble	6	P5_mid	fal	rulfali	to somersault, tumble	espdic	curated	freq	2		
turnip	turnip	6	P5_mid	rap	rapo	turnip	espdic	curated	freq	2		
uncover	uncover	6	P5_mid	malkovr	malkovri	to discover, uncover, lay open, unburden, reveal, tell	espdic	worksheet-proposed	freq	2		
untie	untie	6	P5_mid	mallig	malligi	to disconnect, undo, unfasten, untie, delink, detach, unlink	espdic	worksheet-proposed	freq	2		
weeping	weeping	6	P5_mid	larm	larmi	to cry, shed tears, weep	espdic	curated	freq	2		
widen	widen	6	P5_mid	larĝig	larĝigi	to widen	espdic	worksheet-proposed	freq	2		
yelp	yelp	6	P5_mid	jelp	jelpi	to yelp	espdic	worksheet-proposed	freq	2		
zookeeper	zookeeper	6	P4_nomatch	bestogardist	bestogardisto		kept_original	curated	freq	2		
adjust	adjust	5	P5_mid	ĝust	alĝustigi	to adjust, put right, correct	espdic	curated	freq	2		
aisle	aisle	5	P5_mid	irpasej	irpasejo	aisle	espdic	worksheet-proposed	freq	2		
anticipation	anticipation	5	P5_mid	anticip	anticipo	anticipation	espdic	worksheet-proposed	freq	2		
appreciation	appreciation	5	P5_mid	ŝat	ŝato	appreciation, high opinion, reputation	espdic	worksheet-proposed	freq	2		
badge	badge	5	P5_mid	insign	insigno	badge, insignia, coat-of-arms	espdic	curated	freq	2		
bathrobe	bathrobe	5	P5_mid	banmantel	banmantelo	bathrobe	espdic	curated	freq	2		
blender	blender	5	P5_mid	likvigil	likvigilo	blender	espdic	worksheet-proposed	freq	2		
bolt	bolt	5	P5_mid	fulm	fulmo	lightning	espdic	curated	freq	2		
bound	bound	5	P5_mid	impet	impeti	to be impetuous, bound, dash, spring, leap, rush	espdic	curated	freq	2		
brighten	brighten	5	P5_mid	hel	heligi	to brighten up	espdic	curated	freq	2		
bunnie	bunnie	5	P4_nomatch	kunikl	kunikleto	bunny	espdic	curated	freq	2		
buyer	buyer	5	P5_mid	aĉetant	aĉetanto	buyer, client, purchaser	espdic	worksheet-proposed	freq	2		
cactuse	cactuse	5	P4_nomatch	kakt	kakto	cactus	espdic	curated	freq	2		
calmly	calmly	5	P5_mid	trankvil	trankvile	peacefully, tranquilly, calmly	espdic	curated	freq	2		
cape	cape	5	P5_mid	mantel	mantelo	cape, cloak, mantle, coat	espdic	curated	freq	2		
cobwebs	cobwebs	5	P4_nomatch	arane	aranereto	cobweb	espdic	curated	freq	2		
croak	croak	5	P5_mid	kvak	kvaki	to croak, quack	espdic	curated	freq	2		
den	den	5	P5_mid	nest	nesto	nest, den, lair	espdic	worksheet-proposed	freq	2		
doggie	doggie	5	P4_nomatch	hund	hundeto	small dog	espdic	curated	freq	2		
donkey	donkey	5	P5_mid	azen	azeno	ass, donkey	espdic	curated	freq	2		
doze	doze	5	P5_mid	dormet	dormeti	to doze, nap, slumber	espdic	worksheet-proposed	freq	2		
drip	drip	5	P5_mid	gut	guti	to drip, drop	espdic	worksheet-proposed	freq	2		
ease	ease	5	P5_mid	facilec	facileco	ease, facility	espdic	worksheet-proposed	freq	2		
elder	elder	5	P5_mid	pliaĝul	pliaĝulo	elder	espdic	curated	freq	2		
fins	fins	5	P4_nomatch	naĝil	naĝilo	fin	espdic	curated	freq	2		
firmly	firmly	5	P5_mid	firm	firme	firmly	espdic	worksheet-proposed	freq	2		
flea	flea	5	P5_mid	pul	pulo	flea	espdic	worksheet-proposed	freq	2		
glisten	glisten	5	P5_mid	bril	brili	to glisten, glow, shine, sparkle	espdic	worksheet-proposed	freq	2		
gorgeous	gorgeous	5	P5_mid	beleg	belega	exquisite, gorgeous, lovely, magnificent, splendid	espdic	worksheet-proposed	freq	2		
gratitude	gratitude	5	P5_mid	dank	danko	gratitude, thanks	espdic	worksheet-proposed	freq	2		
graze	graze	5	P5_mid	paŝt	paŝtiĝi	to graze	espdic	curated	freq	2		
groom	groom	5	P5_mid	novedz	novedzo	bridegroom	espdic	curated	freq	2		
gulp	gulp	5	P5_mid	glut	gluto	draught, sip, mouthful, gulp, swallow, sup	espdic	worksheet-proposed	freq	2		
handful	handful	5	P5_mid	manplen	manpleno	fistful, handful	espdic	curated	freq	2		
handsome	handsome	5	P5_mid	bel	bela	beautiful, fine, handsome, lovely, good-looking, pretty	espdic	worksheet-proposed	freq	2		
healing	healing	5	P5_mid	san	resaniga	healing	espdic	curated	freq	2		
hum	hum	5	P5_mid	zum	zumi	to buzz, hum, roar (traffic)	espdic	worksheet-proposed	freq	2		
instinct	instinct	5	P5_mid	instinkt	instinkto	instinct	espdic	worksheet-proposed	freq	2		
junk	junk	5	P5_mid	rub	rubo	debris, rubbish, rubble, garbage, trash, junk	espdic	worksheet-proposed	freq	2		
lava	lava	5	P5_mid	laf	lafo	lava	espdic	curated	freq	2		
lettuce	lettuce	5	P3_compound	laktuk	laktuko	lettuce, milt, roe	espdic	worksheet-proposed	seed	1		
marvel	marvel	5	P5_mid	mir	miri	to be amazed, be astonished, marvel (at), wonder, be surprised	espdic	worksheet-proposed	freq	2		
mint	mint	5	P5_mid	ment	mento	mint (plant, flavor)	espdic	curated	freq	2		
motion	motion	5	P5_mid	mov	movo	move, motion, movement	espdic	worksheet-proposed	freq	2		
nasty	nasty	5	P5_mid	malagrabl	malagrabla	bleak, dismal, dreary, horrible, ghastly, grisly, nasty, unpleasant	espdic	curated	freq	2		
naughtiness	naughtiness	5	P4_nomatch	petol	petoleco	frolic, petulance	espdic	curated	freq	2		
neatly	neatly	5	P5_mid	ordem	ordeme	neatly, tidily	espdic	worksheet-proposed	freq	2		
oatmeal	oatmeal	5	P5_mid	avenkaĉ	avenkaĉo	oatmeal porridge	espdic	curated	freq	2		
peacefully	peacefully	5	P5_mid	pac	pace	amicably, peaceably, peacefully	espdic	worksheet-proposed	freq	2		
peck	peck	5	P5_mid	bek	beki	to peck	espdic	worksheet-proposed	freq	2		
peculiar	peculiar	5	P5_mid	strang	stranga	odd, peculiar, strange, curious, eccentric, queer	espdic	worksheet-proposed	freq	2		
peddle	peddle	5	P5_mid	pedal	pedali	to pedal	espdic	curated	freq	2		
pistol	pistol	5	P5_mid	pistol	pistolo	pistol, spray gun	espdic	worksheet-proposed	freq	2		
pitcher	pitcher	5	P5_mid	kruĉ	kruĉo	cruse, ewer, jug, pitcher, pot, vessel	espdic	worksheet-proposed	freq	2		
