decision	flag	fold	en_word	anchor_root	all_roots	eo_word	eo_pos	proposed_tier	gloss_zipf	inv_tier	prod	gloss	note
	common	derived_adj	fanatical	fanatik	fanatik	fanatika	ADJ	3	3.02	core	4	fanatical	derived adjective — confirm noun anchor / eo_word
	common	standalone	incandescent	inkandesk	inkandesk	inkandesko	NOUN	3	3.02	core	3	incandescent	
	common	standalone	infallible	neerarebl	neerarebl	neerareblo	NOUN	3	3.02	extended	2	infallible	
	common	standalone	eyelid	palpebr	palpebr	palpebro	NOUN	3	3.01	extended	2	eyelid	
	common	derived_adj	numeric	numer	numer	numera	ADJ	3	3.01	core	5	numeric, numerical	derived adjective — confirm noun anchor / eo_word
	common	standalone	puritan	puritan	puritan	puritano	NOUN	3	3.01	extended	2	puritan	
	common	standalone	rhapsody	rapsodi	rapsodi	rapsodio	NOUN	3	3.01	extended	2	rhapsody	
	common	standalone	snowboard	neĝtabul	neĝtabul	neĝtabuli	VERB	3	3.01	core	4	to snowboard	
	common	standalone	austere	aŭster	aŭster,severmor	aŭstero	NOUN	3	3.0	extended	2	austere, Spartan	2 roots collapsed: aŭster, severmor
	common	standalone	blister	blaz	blaz	blazo	NOUN	3	3.0	extended	2	blister	
	common	standalone	chalice	kalik	kalik	kaliko	NOUN	3	3.0	extended	2	chalice, goblet, tankard, grail	
	common	standalone	czar	car	car	caro	NOUN	3	3.0	core	5	of a czar, of a tsar	
	common	standalone	duchy	dukland	dukland	duklando	NOUN	3	3.0	extended	2	duchy, dukedom	
	common	standalone	instill	ensem	ensem	ensemi	VERB	3	3.0	extended	2	to instill, sow	
	common	standalone	pantomime	pantomim	pantomim	pantomimi	VERB	3	3.0	extended	2	to pantomime	
	common	standalone	spore	spor	spor	sporo	NOUN	3	3.0	extended	2	spore	
	common	derived_adj	synchronous	sinkron	sinkron	sinkrona	ADJ	3	3.0	core	3	synchronous	derived adjective — confirm noun anchor / eo_word
	common	derived_adj	theologian	teolog	teolog	teologa	ADJ	3	3.0	extended	2	theologian	derived adjective — confirm noun anchor / eo_word
	common	standalone	wicker	vimen	vimen	vimeno	NOUN	3	3.0	extended	2	wicker	
	domain-adjacent	standalone	lieutenant	leŭtenant	leŭtenant	leŭtenanto	NOUN		4.44	core	3	lieutenant	
	domain-adjacent	standalone	colonel	kolonel	kolonel	kolonelo	NOUN		4.41	extended	2	colonel	
	domain-adjacent	standalone	agriculture	terkultiv	terkultiv	terkultivo	NOUN		4.37	extended	2	agriculture	
	domain-adjacent	derived_adj	agricultural	agronomi	agronomi,agrikultur,agrokultur	agronomia	ADJ		4.34	extended	2	agricultural	3 roots collapsed: agronomi, agrikultur, agrokultur; derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	genetic	genetik	genetik	genetika	ADJ		4.34	extended	2	genetic	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	naval	mararme	mararme	mararmea	ADJ		4.24	extended	2	naval	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	imperial	imperi	imperi	imperia	ADJ		4.21	core	6	imperial	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	parliamentary	parlament	parlament	parlamenta	ADJ		4.18	core	3	parliamentary	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	magnetic	magenet	magenet	mageneta	ADJ		4.17	extended	2	magnetic	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	diplomatic	diplomat	diplomat,diplomati	diplomata	ADJ		4.11	extended	2	diplomatic	2 roots collapsed: diplomat, diplomati; derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	admiral	admiral	admiral	admirala	ADJ		4.0	core	5	of an admiral, of an admiralty	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	derived_adj	atomic	atom	atom	atoma	ADJ		3.98	core	8	atomic	derived adjective — confirm noun anchor / eo_word
	domain-adjacent	standalone	artillery	artileri	artileri	artilerio	NOUN		3.96	core	3	artillery, ordnance	
	domain-adjacent	standalone	infantry	infanteri	infanteri	infanterio	NOUN		3.96	extended	2	infantry	
	domain-adjacent	standalone	regiment	regiment	regiment	regimento	NOUN		3.93	extended	2	regiment	
	domain-adjacent	standalone	cavalry	kavaleri	kavaleri,rajdistar	kavalerio	NOUN		3.8	extended	2	cavalry	2 roots collapsed: kavaleri, rajdistar
	domain-adjacent	derived_adj	anatomical	anatomi	anatomi	anatomia	ADJ		3.21	extended	2	anatomical	derived adjective — confirm noun anchor / eo_word
	register-marked	standalone	damn	damn	damn	damno	NOUN		5.09	extended	2	damn	
	register-marked	standalone	gay	homoseksual	homoseksual	homoseksualo	NOUN		4.9	core	3	gay, homosexual, queer	
	register-marked	standalone	bastard	bastard	bastard	bastardo	NOUN		3.89	core	3	bastard	
	register-marked	derived_adj	homosexual	samseksam	samseksam,samseksemul	samseksama	ADJ		3.72	extended	2	homosexual, gay, queer	2 roots collapsed: samseksam, samseksemul; derived adjective — confirm noun anchor / eo_word
	register-marked	standalone	fart	furz	furz	furzi	VERB		3.59	extended	2	to fart	
	register-marked	standalone	prostitute	prostitu	prostitu,amovendist	prostitui	VERB		3.58	core	6	to prostitute	2 roots collapsed: prostitu, amovendist
	archaic	derived_adj	archaic	arkaik	arkaik	arkaika	ADJ		3.36	core	4	archaic, obsolete	derived adjective — confirm noun anchor / eo_word
